CTUID,CTNAME,PRUID,PRNAME,CMAUID,CMAPUID,CMANAME,CMATYPE,LANDMIX,VC_EMPDEN,VC_POPDEN,AVGDA,SMLDA,POPDEN,EMPDEN,INTERDEN,PERC4INTER,SPRAWL
2050002,2,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.38830408,1.017822791,0.918842608,0.548222984,0,1255.369152,586.7442196,23.10495373,7.01754386,-0.6367
2050003,3,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.618201417,0.977794747,0.844137116,0.189736709,3.458671945,3114.842685,1465.188268,48.48824484,19.56521739,-0.2741
5350422.06,422.06,35,Ontario,535,35535,Toronto,B,0.439289662,0.390624331,0.43088396,0.074278557,15.57940212,7016.829891,3163.766355,107.7026844,25,0.126
2050005,5,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.242733253,0.41068822,0.407283977,0.102789587,0,5863.110103,2529.439093,132.9576959,29.26829268,0.01165
2050006,6,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.587150934,0.714000675,0.562399597,0.060389723,27.09900289,7401.921629,3654.831869,170.3222618,34.72222222,0.189
5370140.03,140.03,35,Ontario,537,35537,Hamilton,B,0.397864408,0.493981355,0.48691053,0.310104768,4.846403856,2715.569698,1590.860201,26.51433668,17.56756757,-0.3054
5370140.04,140.04,35,Ontario,537,35537,Hamilton,B,0.603763814,0.671783684,0.605661427,0.20537156,0,2949.126287,1781.324215,43.82301031,18.51851852,-0.2604
5410002.07,2.07,35,Ontario,541,35541,Kitchener - Cambridge - Waterloo,B,0.48520495,0.24275748,0.2282796,0.075713035,0,7960.680348,4292.523717,82.84870951,17.39130435,0.2238
5550204.01,204.01,35,Ontario,555,35555,London,B,0.661476692,0.480244966,0.459120963,0.14356118,7.676152923,3725.763466,1745.771383,51.37182625,37.28813559,-0.1902
5550204.02,204.02,35,Ontario,555,35555,London,B,0.584592758,0.524236675,0.479552908,0.203220218,3.34866284,3592.865239,1630.883849,55.53440694,11.39240506,-0.2348
5320202.11,202.11,35,Ontario,532,35532,Oshawa,B,0.345953575,0.598982792,0.57188542,0.200695229,2.232837597,5665.306571,3126.631375,66.43572643,17.5,0.02225
5320015.02,15.02,35,Ontario,532,35532,Oshawa,B,0.450237234,0.449038694,0.485213968,0.180647712,5.707581558,4511.543452,2158.898093,38.74945296,20,-0.1103
5350420.13,420.13,35,Ontario,535,35535,Toronto,B,0.444203478,0.574392177,0.540543038,0.094908904,15.04606076,7335.98187,3793.110913,85.60840602,24.61538462,0.1715
5370001.08,1.08,35,Ontario,537,35537,Hamilton,B,0.060353218,0.283132368,0.258757941,0.074065681,19.97718888,9835.11435,5115.579611,115.513088,18.18181818,0.3529
10002,2,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.220276706,0.402365651,0.340251714,0.077485826,21.46347689,5856.554943,2594.022793,77.43351621,10,0.01257
5370001.09,1.09,35,Ontario,537,35537,Hamilton,B,0.481206616,0.748707125,0.654984998,0.13359273,3.956725749,5696.417756,2788.32538,64.8737896,3.846153846,1.54E-04
5370120.02,120.02,35,Ontario,537,35537,Hamilton,B,0.033097383,0.498405771,0.411123983,7.888898185,0,68.54569388,37.86967369,2.123236935,14.92537313,-1.241
10006,6,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.506840022,0.553096995,0.535110805,0.059312306,35.88374132,6994.453118,3697.136892,221.5873577,23.91304348,0.1815
10007,7,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.590576478,0.441381385,0.425993459,0.041855794,54.73622793,10378.49156,6068.455013,487.3877254,25.49019608,0.4682
10008,8,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.633622845,0.399772277,0.510085958,0.526443797,0,1515.831328,774.0617371,37.0409911,12.82051282,-0.5417
10009,9,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.553598916,NA,NA,0.225625041,0,2255.955274,1263.157668,132.963965,26.66666667,-0.3527
10010,10,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.618494123,0.209472034,0.189761815,0.082696119,0,6981.38366,3587.431558,217.6643866,25.92592593,0.1656
10011,11,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.109728722,0.160946033,0.12745963,0.032638897,100,13644.25179,7046.806686,296.1701361,43.10344828,0.6147
10012,12,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.679342793,0.310908964,0.541883708,0.09449703,21.46459149,4620.95653,1896.003157,109.3508797,11.29032258,-0.1045
10013,13,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.513578537,0.406699393,0.369453239,0.088401232,0,4926.401904,2488.653086,115.9486097,19.51219512,-0.03818
10014,14,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1,10001,St. John's,B,0.535699311,0.312306055,0.279331912,0.100251739,0,5582.613031,2327.474164,101.4113743,6.557377049,-0.0331
5350422.03,422.03,35,Ontario,535,35535,Toronto,B,0.467662871,NA,NA,1.458013077,0,4795.567415,2445.108386,53.49746258,19.23076923,-0.1028
5350422.04,422.04,35,Ontario,535,35535,Toronto,B,0.273208034,NA,NA,0.346505059,0,11416.86073,5714.202287,124.0963123,11.62790698,0.3882
5350422.05,422.05,35,Ontario,535,35535,Toronto,B,0.152240841,0.823101262,0.753745799,0.31847752,0,11131.08391,5196.599119,89.48826278,24.56140351,0.3356
2050001,1,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.439928284,0.792535278,0.912214446,0.333877133,1.985257642,1655.014296,750.9178102,32.09050471,4,-0.5469
2050023,23,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.814825182,0.345246258,0.415123692,0.088048312,19.9503102,7453.700116,3301.758758,163.8710735,18.81188119,0.1617
2050024,24,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.538441428,0.349287096,0.339609225,0.079500505,21.01857695,8433.336948,4591.16581,92.62376851,41.97530864,0.27
5350424.07,424.07,35,Ontario,535,35535,Toronto,B,0.020888296,0.196439105,0.219532362,0.169743341,13.21748865,9902.008478,5249.101353,91.90345803,23.07692308,0.3403
3100014,14,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.584005981,0.458785875,0.528807276,0.132318145,0,3385.779024,1617.314088,83.13296712,14.54545455,-0.2368
2050018,18,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.729437523,0.401630798,0.321556853,0.093366395,6.878433808,6326.330422,3132.818818,183.8634406,19.41747573,0.106
2050019,19,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.085402052,0.377247623,0.268587124,0.044647353,61.69602157,14172.17284,8399.154191,181.9816741,63.07692308,0.6489
2050020,20,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.625012756,NA,1.527417553,0.080070095,17.18112606,6399.392953,2909.950348,269.7636374,28.7037037,0.09383
2050021,21,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.57181401,0.381430434,0.237853902,0.058592309,20.1215209,9426.720655,5105.903312,369.7868694,39.23076923,0.3769
2050022,22,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.720699542,0.481117468,0.468864668,0.113591553,18.98214841,4666.720224,2671.85359,127.6503363,26.89655172,-0.01165
2050007,7,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.614961886,1.022988681,1.062126484,0.155124962,6.591648026,3994.628954,1450.443542,113.8866781,37.73584906,-0.1979
2050008,8,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.341739514,1.098733798,1.335875968,0.040418452,58.11678091,13746.19697,7645.023152,232.5670473,34.04255319,0.5974
2050009,9,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.689175361,0.850762787,0.803829683,0.084872978,17.03104296,9256.970688,5871.51938,255.2834513,44.61538462,0.3881
2050010,10,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.52365629,0.761401973,0.549977566,0.037179894,46.44176545,15049.95028,8128.646694,280.9164666,26.59574468,0.6575
2050011,11,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.308221275,0.173002706,0.240814544,0.032381792,100,17389.40188,10808.54317,200.7300874,41.53846154,0.8296
2050012,12,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.230952411,0.158838397,0.146920803,0.041563503,72.09772827,11943.17051,6664.50087,235.7837853,48.97959184,0.5366
2050101,101,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.587672654,0.815679354,0.721503595,0.111742599,7.377627748,4986.161686,2490.843558,95.45747769,12.5,-0.04226
2050102,102,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.42880142,0.311447095,0.276361095,0.084368166,0,7827.93563,4504.068522,165.9393666,26.53061224,0.2453
2050103,103,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.578124601,0.601405461,0.529392582,0.138903965,0,5073.049342,2411.738216,89.99023195,14.66666667,-0.05455
5350424.08,424.08,35,Ontario,535,35535,Toronto,B,0.073403395,0.283588218,0.282806993,0.104426189,11.22186435,7872.652635,4245.422897,69.16102464,15.38461538,0.2177
5800132.01,132.01,35,Ontario,580,35580,Greater Sudbury / Grand Sudbury,B,0.017098539,2.097610061,2.093901708,52.33905611,0,11.99868792,6.572529686,0.603755634,8.227848101,-1.504
2050027,27,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.840398946,1.111176203,0.965379293,0.31363566,1.783002058,3912.182688,2181.405859,37.72955323,16.90140845,-0.1712
2050100,100,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.638445752,0.47240874,0.449126157,0.470321054,0,1639.305732,771.8132046,23.81352036,16.07142857,-0.5327
5590002.01,2.01,35,Ontario,559,35559,Windsor,B,0.52755493,0.653799017,0.662175381,0.176917044,0,4605.548353,2150.725514,60.48032325,33.64485981,-0.1165
5800132.02,132.02,35,Ontario,580,35580,Greater Sudbury / Grand Sudbury,B,0.003248688,NA,NA,87.25391262,0,4.423870385,1.604512575,0.171912062,0,-1.565
2050107,107,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.428277293,0.845681196,0.775580973,0.107944416,3.863393763,3970.297364,2038.08598,87.34654201,9.090909091,-0.142
2050108,108,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.560928872,0.379427957,0.362784667,0.167738399,0,4061.596627,2035.482478,71.53996995,14.28571429,-0.1433
2050109,109,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.439408326,0.434605028,0.44843963,0.073546822,27.63925835,6215.671106,3204.955414,143.7373943,44.59459459,0.1036
2050013,13,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.33711411,0.366069233,0.382610145,0.064553227,24.90132389,7934.537469,4244.559286,167.3037967,16.66666667,0.2489
2050014,14,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.318052629,0.516218271,0.540228199,0.12432896,11.42291963,5694.570281,2647.546211,116.6260863,6.896551724,0.006454
2050015,15,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.509239046,0.725289755,0.645779475,0.103451509,5.423609365,5834.859297,2821.370151,84.58068974,14.28571429,0.01305
2050016,16,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.539077573,0.726816062,0.626474868,0.449586452,4.730772086,2094.146732,1170.520146,36.70039414,18.18181818,-0.4133
2050017,17,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.573006383,0.597442403,0.534854307,0.329499044,6.257100423,2210.932059,1107.742212,47.79983519,19.04761905,-0.3956
3100015,15,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.296610766,0.506200112,0.55001382,0.135078628,11.95057686,3010.592228,1579.327071,93.77254482,34.21052632,-0.2489
3100016,16,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.641664786,0.486558567,0.574198492,0.200401077,0,2588.143106,1222.548318,123.0864973,25.67567568,-0.3419
3100017,17,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.621762051,0.442955308,0.605477018,0.129984416,0,3051.647879,1461.71369,58.9814296,17.39130435,-0.2795
3100018,18,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.725604913,NA,NA,0.186857908,0,583.3309433,160.5498009,96.32988054,33.33333333,-0.859
3100019,19,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.519989999,NA,NA,0.155541402,0,1716.584762,546.4782952,212.1621616,33.33333333,-0.5359
2050113,113,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.559270142,NA,NA,1.504344203,0,875.4645362,452.0242101,35.23129872,16.98113208,-0.7318
2050114,114,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.704273158,0.834853635,0.553601511,0.764825747,1.870121796,858.8884496,436.7007797,34.12542021,25.67049808,-0.7182
5590002.02,2.02,35,Ontario,559,35559,Windsor,B,0.227053335,0.410346918,0.354305998,0.136492745,0,6054.351094,2605.449836,76.92716562,23.80952381,0.006001
5590003.01,3.01,35,Ontario,559,35559,Windsor,B,0.790331587,0.657575616,0.630626158,0.367088804,0,3526.66708,1716.205979,47.94480195,20.45454545,-0.2347
5590003.02,3.02,35,Ontario,559,35559,Windsor,B,0.625786355,0.550798691,0.523565138,0.290248001,0,1501.58944,686.1947918,43.06661873,53.33333333,-0.5482
3100020,20,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.381485699,0.579415517,0.304779972,0.07372252,16.59466756,6194.398525,2102.478331,171.8154335,10.52631579,-0.01656
2050110,110,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.761021691,0.076139321,0.115865097,0.107610275,0,4587.542079,1858.558574,195.1486502,39.68253968,-0.093
2050111,111,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.236156661,0.247424627,0.258495087,0.064862563,33.40100866,8047.785537,4599.468745,197.8542421,27.27272727,0.2796
2050112,112,12,Nova Scotia / Nouvelle-Écosse,205,12205,Halifax,B,0.703778143,0.616708172,0.631569177,0.132268639,11.49643496,3045.317486,1512.074223,110.3814183,12.32876712,-0.2562
5590043.01,43.01,35,Ontario,559,35559,Windsor,B,0.596921267,2.005264954,2.146759302,0.067066969,10.65116707,8437.669009,3669.632212,97.74641106,35.59322034,0.1723
5590043.02,43.02,35,Ontario,559,35559,Windsor,B,0.604565,0.775101871,0.587499307,0.54707573,0,3566.843174,1706.040466,72.50671979,22.68907563,-0.2281
3100003,3,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.628694302,0.517781586,0.546723107,0.160533307,0,2740.864243,1253.633929,84.09469836,33.33333333,-0.3294
3100004,4,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.354646008,0.407829292,0.715506886,0.074926282,7.764557824,6782.666728,2562.518717,122.7873552,10.86956522,0.04255
3100021,21,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.177790491,0.555152082,0.510677566,0.087007629,15.37917882,5064.69,2164.561157,122.5946142,15.625,-0.06519
3100022,22,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.332832548,0.536017216,0.276015834,0.068776644,26.60770098,6665.05328,2355.450767,162.8459789,41.07142857,0.04047
3100023,23,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.607257641,0.390051364,0.593698956,0.065261819,17.67075983,6443.277315,2470.816806,137.9060543,38.88888889,0.03638
4210022,22,24,Quebec / Québec,421,24421,Québec,B,0.125485742,0.651645441,0.731588483,0.035137968,52.17460809,16670.00214,8004.162359,341.5109273,47.91666667,0.696
4210023,23,24,Quebec / Québec,421,24421,Québec,B,0.318488481,NA,NA,0.061801277,0,8252.256666,4530.650719,517.7886536,31.25,0.3002
4210024,24,24,Quebec / Québec,421,24421,Québec,B,0.579980077,NA,NA,0.110158249,0,8651.190514,5446.709662,481.1260202,45.28301887,0.3556
3100005,5,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.450369185,NA,NA,0.434184983,0,23.03165791,NA,34.54748686,26.66666667,-1.233
3100006,6,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.749789604,NA,NA,0.116984457,0,4419.390532,1068.51802,162.4147391,21.05263158,-0.2517
3100007,7,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.629057214,0.445856662,0.43994696,0.050448177,47.65736629,6257.246217,3006.385458,244.475301,18.91891892,0.105
3100008,8,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.205374586,0.537965857,0.463741947,0.037621843,47.33147222,12315.54067,5626.164263,256.9429348,55.17241379,0.4607
3100009,9,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.034000436,0.283947409,0.198229328,0.025645968,100,20529.54317,11502.78297,224.2067867,65.2173913,0.9107
3100010,10,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.531067288,0.515957352,0.59301384,0.072400669,33.04847247,5970.24873,2227.189376,131.2142578,55.26315789,-0.004661
3100011,11,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.673154827,0.718036988,0.614009491,0.087656284,23.26446265,4922.636236,2281.639043,176.8270258,51.61290323,-0.0441
3100012,12,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.42201553,0.793685407,0.838943387,0.161405762,17.71742632,1930.951309,877.7051403,113.5853711,38.18181818,-0.4499
3100013,13,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.259187426,0.555250191,0.299738972,0.040705553,64.2153294,9230.92719,3715.709215,208.8167162,58.82352941,0.2644
5350451.07,451.07,35,Ontario,535,35535,Toronto,B,0.353592486,NA,NA,1.412885723,0,3523.993426,2041.920272,24.06422504,11.76470588,-0.2204
4210370,370,24,Quebec / Québec,421,24421,Québec,B,0.147046238,NA,0.918231178,2.272620824,0.00047284,312.0546158,175.0081969,8.600402819,6.511627907,-0.9993
4210500,500,24,Quebec / Québec,421,24421,Québec,B,0.495309925,0.880862687,0.880001915,1.023650887,0.599603188,926.4633206,506.1540087,20.27058274,12.04819277,-0.7085
4210510,510,24,Quebec / Québec,421,24421,Québec,B,0.112222333,0.721463726,0.691508092,3.522233359,0,174.8417185,99.36877099,4.542572388,6.25,-1.116
4210610,610,24,Quebec / Québec,421,24421,Québec,B,0.107421672,1.318859747,1.182023689,3.653206274,0,235.8397977,131.195908,5.51374755,4.964539007,-1.077
4210015,15,24,Quebec / Québec,421,24421,Québec,B,0.776146319,0.641372085,0.714016891,0.06158567,27.96825115,10192.53806,3989.796419,169.3343829,12.32876712,0.3084
4210016,16,24,Quebec / Québec,421,24421,Québec,B,0.611269792,1.059328882,0.812113071,0.053354705,38.24893459,9176.32292,5004.244729,348.610307,22.58064516,0.3408
4210017,17,24,Quebec / Québec,421,24421,Québec,B,0.318733289,NA,NA,0.031816987,100,1917.214846,1885.785095,565.7355284,44.44444444,-0.1758
4210018,18,24,Quebec / Québec,421,24421,Québec,B,0.341039412,0.623436576,0.598532959,0.026324562,100,21918.69342,14720.09307,607.7973911,59.375,1.063
4210019,19,24,Quebec / Québec,421,24421,Québec,B,0.178372249,0.216179875,0.269685207,0.012263589,100,42858.57915,26908.92527,603.4122635,48.64864865,1.621
4210020,20,24,Quebec / Québec,421,24421,Québec,B,0.068519255,0.220519742,0.174949383,0.02052821,100,31926.79692,18121.40442,613.7895045,49.20634921,1.311
4210021,21,24,Quebec / Québec,421,24421,Québec,B,0.147845436,0.601105905,0.310933324,0.062431402,22.20718821,8980.523462,4992.14592,218.9069334,48.7804878,0.3466
4210330,330,24,Quebec / Québec,421,24421,Québec,B,0.540153381,0.830600483,0.777940825,0.11409569,8.71147739,3807.330496,1875.618615,168.2798009,14.58333333,-0.1568
5350451.06,451.06,35,Ontario,535,35535,Toronto,B,0.090740921,0.46242245,0.477908265,0.129710655,0,8475.273952,4869.813263,71.95502446,21.42857143,0.2574
4210025,25,24,Quebec / Québec,421,24421,Québec,B,0.508684669,1.25782386,1.19792756,0.213505677,7.070688265,1662.719254,807.9410458,126.4603376,22.22222222,-0.4964
4210026,26,24,Quebec / Québec,421,24421,Québec,B,0.760701872,0.644716995,0.605753356,0.063525285,23.48708611,7678.832162,3463.187937,96.02475643,59.01639344,0.169
4210027,27,24,Quebec / Québec,421,24421,Québec,B,0.625375488,0.523590634,0.528804081,0.040750305,29.62416772,12754.50582,7300.558884,190.1826264,35.48387097,0.5609
4210028,28,24,Quebec / Québec,421,24421,Québec,B,0.592543566,1.110233726,1.070887597,0.285479529,7.406328255,1948.767871,1214.331088,40.86691161,48.57142857,-0.3923
4210029,29,24,Quebec / Québec,421,24421,Québec,B,0.232619648,0.52831434,0.443395989,0.035287064,21.96583787,16783.77091,8962.207765,70.84749222,90,0.7076
4210030,30,24,Quebec / Québec,421,24421,Québec,B,0.284075771,0.355927202,0.249301299,0.020395408,100,23597.74903,12187.61749,203.1269581,27.5862069,0.9899
4210031,31,24,Quebec / Québec,421,24421,Québec,B,0.758201468,0.740641879,0.66106613,0.075460847,15.67093994,6708.114457,3021.434406,113.9663855,41.86046512,0.1041
4210032,32,24,Quebec / Québec,421,24421,Québec,B,0.950147642,NA,1.177714316,0.134678116,2.715840696,2877.230619,965.2644656,85.38877965,41.30434783,-0.3303
5350516.31,516.31,35,Ontario,535,35535,Toronto,B,0.499509561,0.509877769,0.506606471,0.144374014,0,4855.444427,2389.626715,58.8748611,5.882352941,-0.06709
4210034,34,24,Quebec / Québec,421,24421,Québec,B,0.148172176,0.250277246,0.285572683,0.026423692,100,18707.95839,9524.280906,130.3543965,61.29032258,0.8066
4210101,101,24,Quebec / Québec,421,24421,Québec,B,0.449188434,0.42422316,0.339869732,0.108366919,0,4825.170764,2163.431855,109.7095775,16.82242991,-0.07624
4210102,102,24,Quebec / Québec,421,24421,Québec,B,0.260734269,0.692654575,0.553141531,0.053953848,44.47165391,11398.63085,6394.353893,222.4123093,36.11111111,0.48
4210103,103,24,Quebec / Québec,421,24421,Québec,B,0.574709865,0.612773199,0.426640764,0.117598822,14.47828246,5408.217423,2074.850709,90.13695704,20.75471698,-0.04988
3100024,24,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.495448438,1.067250997,0.70430899,0.337477067,0,1742.340612,637.0803258,40.00271813,3.703703704,-0.5641
4210035,35,24,Quebec / Québec,421,24421,Québec,B,0.456704208,0.35379268,0.370258453,0.033034698,53.21787862,15241.55016,7605.63948,174.059411,39.13043478,0.6446
4210036,36,24,Quebec / Québec,421,24421,Québec,B,0.443185421,0.450297172,0.348690068,0.033938226,56.18308152,16032.39718,9036.025366,212.8049452,60,0.7284
4210037,37,24,Quebec / Québec,421,24421,Québec,B,0.446403886,0.628203242,0.524152134,0.034426195,75.26151826,14538.34797,6227.089601,203.333538,51.78571429,0.5619
5350516.32,516.32,35,Ontario,535,35535,Toronto,B,0.301455112,0.348517308,0.418826772,0.070553255,27.25488143,11695.65699,6732.503012,80.31757979,26.47058824,0.4802
5350520.07,520.07,35,Ontario,535,35535,Toronto,B,0.510853758,0.836233235,0.783144956,0.068576861,0,37899.08105,15457.10886,65.61980175,55.55555556,1.174
5350520.08,520.08,35,Ontario,535,35535,Toronto,B,0.400694772,0.424093922,0.393990999,0.075304083,19.56404382,13952.32009,7513.979492,90.74319858,24.3902439,0.5726
4210100,100,24,Quebec / Québec,421,24421,Québec,B,0.634328566,0.797701358,0.87398159,0.228244901,3.725006258,1883.941319,925.5409387,56.95636546,23.07692308,-0.4484
5350804.1,804.1,35,Ontario,535,35535,Toronto,B,0.562784026,NA,1.545699917,0.075580167,14.62586732,8194.940855,3489.67209,52.92393691,18.75,0.1612
3100026,26,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.172710241,1.318667773,1.293536026,8.340408836,0,71.81902132,37.56810241,3.257234411,7.36196319,-1.239
5350804.11,804.11,35,Ontario,535,35535,Toronto,B,0.707836899,0.564814809,0.609760334,0.085363815,15.01433487,8107.943597,4136.705917,43.92962036,10,0.2047
3100028,28,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.284462915,0.844142767,0.659108258,1.893475029,0,323.5673338,128.5115091,14.25949621,7.407407407,-1.016
3100029,29,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0.247284559,1.325180298,1.237164633,2.507283001,0,250.9090516,129.8218031,6.780247779,10.58823529,-1.059
5350450.05,450.05,35,Ontario,535,35535,Toronto,B,0.569190372,0.961466608,0.778513208,0.301939491,4.365249364,4892.536571,2707.496122,37.25912095,20,-0.05365
5350450.06,450.06,35,Ontario,535,35535,Toronto,B,0.293322454,0.215399828,0.075544687,0.338319027,0,5797.043153,2977.958433,76.1115927,21.3592233,0.02521
5350573.06,573.06,35,Ontario,535,35535,Toronto,B,0.048762586,0.368547569,0.39895714,0.041830063,45.6899418,13740.11792,7366.113673,155.3906333,15.38461538,0.578
5350573.07,573.07,35,Ontario,535,35535,Toronto,B,0.654110832,0.497780235,0.49658037,0.062383008,48.28203738,9326.257624,4656.716809,88.16503426,14.54545455,0.3118
5350576.16,576.16,35,Ontario,535,35535,Toronto,B,0.03061253,0.230051199,0.256371298,0.044287392,46.40283752,16227.34213,8404.699465,80.28369638,21.875,0.6718
5350576.17,576.17,35,Ontario,535,35535,Toronto,B,0.027910693,0.315540178,0.360527686,0.047596957,33.34380637,14217.29555,6943.721264,105.0487332,24,0.5642
5350585.09,585.09,35,Ontario,535,35535,Toronto,B,0.516184458,0.556690662,0.459154856,0.114752443,0,5578.191593,3088.774723,71.65182744,25.67567568,0.02969
5350585.1,585.1,35,Ontario,535,35535,Toronto,B,0.117970384,0.456828562,0.463205733,0.131164341,11.32119867,5224.997348,2973.369113,62.2628575,26.53061224,0.005304
5350586.01,586.01,35,Ontario,535,35535,Toronto,B,0.090447433,1.669302746,1.684454965,3.80331276,0.113928483,366.9900073,197.7807952,5.346216474,31.14754098,-0.9671
5350586.02,586.02,35,Ontario,535,35535,Toronto,B,0.16963054,0.413982613,0.374992822,8.671885245,0,83.43053207,44.25219997,1.787385276,37.09677419,-1.221
5350516.3,516.3,35,Ontario,535,35535,Toronto,B,0.340346092,0.781448382,0.801342694,0.10847246,2.04610741,6075.274761,3103.706378,62.48385777,26.2295082,0.0558
3100130.03,130.03,13,New Brunswick / Nouveau-Brunswick,310,13310,Saint John,B,0,NA,NA,3.032644958,0,107.1671773,52.75922576,2.967706449,0,-1.213
4210002,2,24,Quebec / Québec,421,24421,Québec,B,0.53979653,0.554113489,0.726622003,0.185192815,0,2609.89247,1214.949943,106.1956246,20.33898305,-0.3273
4210003,3,24,Quebec / Québec,421,24421,Québec,B,0.560849483,0.537736483,0.386352669,0.027051565,73.12542955,18541.30904,8885.147381,126.7420726,47.91666667,0.7442
4210004,4,24,Quebec / Québec,421,24421,Québec,B,0.630691092,NA,NA,0.223548071,0,2585.573646,1319.626688,44.73310806,10,-0.3333
4210005,5,24,Quebec / Québec,421,24421,Québec,B,0.716418143,0.483741341,0.427938838,0.038393374,38.14238227,13004.4761,6716.188659,130.230805,25.71428571,0.5364
4210006,6,24,Quebec / Québec,421,24421,Québec,B,0.463794958,0.44432309,0.398480167,0.021023662,100,29163.56756,14775.01843,160.5333994,44.44444444,1.141
