GEOUID,PROV,EMP15
35250392,35,300
35250393,35,225
35250394,35,420
35250395,35,195
35250396,35,270
35250397,35,385
35250398,35,75
35250399,35,110
35250400,35,330
35250401,35,265
35250402,35,270
35250403,35,345
35250404,35,305
35250405,35,255
35250406,35,240
35250407,35,280
35250408,35,215
35250409,35,150
35250410,35,245
35250411,35,290
35250412,35,130
35250413,35,365
35250416,35,190
35250417,35,180
35250418,35,275
35250419,35,290
35250420,35,500
35250421,35,290
35250422,35,285
35250423,35,240
35250424,35,230
35250425,35,320
35250426,35,200
35250427,35,225
35250428,35,295
35250429,35,90
35250430,35,205
35250431,35,305
35250434,35,590
35250435,35,195
35250436,35,295
35250437,35,145
35250438,35,110
35250439,35,260
35250440,35,395
35250441,35,370
35250442,35,235
35250443,35,270
35250444,35,220
35250445,35,270
35250446,35,290
35250447,35,120
35250448,35,325
35250449,35,215
35250450,35,265
35250451,35,60
35250452,35,85
35250453,35,215
35250454,35,345
35250455,35,170
35250456,35,80
35250458,35,25
35250459,35,225
35250460,35,200
35250461,35,260
35250462,35,165
35250463,35,160
35250464,35,95
35250465,35,140
35250466,35,90
35250467,35,235
35250468,35,145
35250471,35,115
35250472,35,170
35250473,35,185
35250474,35,280
35250475,35,140
35250476,35,220
35250477,35,190
35250478,35,100
35250479,35,110
35250480,35,225
35250481,35,180
35250482,35,80
35250483,35,115
35250484,35,275
35250485,35,260
35250486,35,145
35250487,35,215
35250488,35,135
35250489,35,240
35250490,35,195
35250491,35,55
35250492,35,205
35250493,35,230
35250494,35,220
35250495,35,200
35250496,35,100
35250497,35,325
35250498,35,175
35250499,35,285
35250501,35,250
35250502,35,290
35250503,35,170
35250504,35,245
35250506,35,240
35250507,35,260
35250508,35,280
35250509,35,260
35250510,35,280
35250511,35,385
35250512,35,255
35250513,35,290
35250514,35,450
35250515,35,210
35250516,35,395
35250517,35,155
35250518,35,70
35250519,35,305
35250520,35,355
35250521,35,175
35250522,35,115
35250523,35,185
35250524,35,115
35250525,35,185
35250526,35,350
35250527,35,200
35250528,35,160
35250529,35,180
35250530,35,130
35250531,35,250
35250532,35,295
35250533,35,265
35250534,35,160
35250535,35,270
35250536,35,175
35250537,35,255
35250538,35,310
35250539,35,360
35250540,35,285
35250541,35,295
35250542,35,240
35250545,35,190
35250546,35,155
35250547,35,230
35250548,35,320
35250549,35,230
35250550,35,225
35250551,35,240
35250552,35,125
35250553,35,230
35250554,35,275
35250555,35,290
35250556,35,340
35250557,35,235
35250558,35,185
35250559,35,235
35250560,35,195
35250561,35,265
35250562,35,225
35250563,35,245
35250564,35,190
35250565,35,300
35250566,35,265
35250567,35,255
35250568,35,220
35250569,35,225
35250570,35,240
35250571,35,125
35250572,35,190
35250573,35,640
35250574,35,235
35250578,35,410
35250579,35,240
35250580,35,45
35250581,35,490
35250582,35,430
35250583,35,310
35250585,35,210
35250586,35,450
35250587,35,150
35250588,35,230
35250589,35,495
35250590,35,130
35250591,35,415
35250592,35,325
35250593,35,130
35250594,35,300
35250595,35,280
35250596,35,275
35250597,35,150
35250598,35,170
35250599,35,120
35250600,35,190
35250601,35,175
35250602,35,160
35250603,35,390
35250604,35,235
35250605,35,155
35250606,35,155
35250607,35,240
35250608,35,150
35250609,35,260
35250610,35,300
35250611,35,100
35250612,35,300
35250613,35,405
35250614,35,160
35250615,35,305
35250616,35,105
35250617,35,225
35250618,35,90
35250619,35,210
35250620,35,210
35250621,35,355
35250622,35,140
35250623,35,210
35250624,35,120
35250625,35,140
35250626,35,295
35250627,35,350
35250628,35,145
35250629,35,325
35250630,35,270
35250631,35,210
35250632,35,260
35250633,35,140
35250634,35,275
35250635,35,180
35250636,35,485
35250637,35,530
35250638,35,115
35250639,35,375
35250640,35,250
35250641,35,220
35250642,35,285
35250643,35,305
35250644,35,230
35250645,35,300
35250646,35,390
35250647,35,410
35250648,35,490
35250649,35,305
35250650,35,215
35250651,35,135
35250652,35,385
35250655,35,785
35250656,35,235
35250657,35,415
35250658,35,130
35250659,35,375
35250661,35,600
35250662,35,860
35250663,35,420
35250664,35,170
35250665,35,245
35250666,35,200
35250667,35,175
35250668,35,175
35250669,35,200
35250670,35,185
35250671,35,165
35250672,35,165
35250675,35,165
35250676,35,230
35250677,35,255
35250678,35,265
35250679,35,180
35250680,35,190
35250681,35,375
35250692,35,185
35250693,35,125
35250694,35,185
35250695,35,55
35250696,35,115
35250700,35,215
35250701,35,225
35250702,35,215
35250703,35,140
35250704,35,225
35250705,35,235
35250706,35,160
35250707,35,165
35250708,35,280
35250709,35,145
35250710,35,205
35250711,35,170
35250712,35,200
35250713,35,205
35250714,35,180
35250715,35,45
35250716,35,365
35250717,35,205
35250718,35,165
35250719,35,150
35250720,35,270
35250721,35,220
35250724,35,290
35250725,35,230
35250726,35,375
35250727,35,65
35250728,35,270
35250729,35,265
35250730,35,165
35250731,35,230
35250732,35,210
35250733,35,290
35250734,35,300
35250735,35,245
35250736,35,305
35250737,35,190
35250738,35,320
35250739,35,320
35250740,35,265
35250741,35,270
35250742,35,315
35250743,35,210
35250744,35,375
35250745,35,245
35250746,35,175
35250747,35,165
35250748,35,145
35250749,35,240
35250750,35,170
35250753,35,180
35250754,35,210
35250755,35,190
35250756,35,250
35250757,35,220
35250758,35,135
35250759,35,150
35250760,35,165
35250761,35,275
35250762,35,220
35250763,35,270
35250764,35,210
35250765,35,225
35250766,35,185
35250767,35,205
35250768,35,220
35250769,35,210
35250770,35,220
35250771,35,235
35250772,35,145
35250773,35,265
35250774,35,255
35250775,35,155
35250776,35,165
35250777,35,210
35250778,35,140
35250779,35,245
35250780,35,130
35250781,35,165
35250782,35,245
35250783,35,310
35250784,35,225
35250785,35,250
35250786,35,290
35250787,35,370
35250788,35,320
35250789,35,280
35250790,35,340
35250791,35,275
35250792,35,220
35250793,35,325
35250798,35,145
35250799,35,200
35250800,35,215
35250801,35,255
35250802,35,275
35250803,35,250
35250804,35,975
35250805,35,485
35250806,35,220
35250807,35,365
35250810,35,405
35250812,35,275
35250813,35,245
35250814,35,360
35250815,35,725
35250826,35,420
35250827,35,220
35250828,35,170
35250829,35,220
35250830,35,335
35250831,35,415
35250832,35,170
35250833,35,165
35250834,35,205
35250835,35,215
35250836,35,280
35250843,35,555
35250845,35,620
35250846,35,220
35250847,35,215
35250848,35,465
35250849,35,570
35250850,35,495
35250851,35,730
35250852,35,910
35250853,35,350
35250854,35,580
35250855,35,440
35250857,35,315
35250859,35,340
35250860,35,780
35250861,35,130
35250862,35,305
35250863,35,220
35250864,35,335
35250865,35,235
35250866,35,315
35250867,35,340
35250868,35,215
35250869,35,320
35250870,35,365
35250871,35,345
35250872,35,300
35250873,35,445
35250874,35,445
35250875,35,385
35250876,35,260
35250877,35,175
35250878,35,265
35250879,35,485
35250880,35,210
35250881,35,280
35250882,35,470
35250883,35,330
35250884,35,350
35250885,35,355
35250886,35,330
35250887,35,445
35250888,35,360
35250889,35,325
35250890,35,275
35250891,35,320
35250892,35,710
35250893,35,315
35250894,35,270
35250895,35,425
35250896,35,240
35250897,35,360
35250898,35,220
35250899,35,315
35250900,35,180
35250901,35,355
35250902,35,255
35250903,35,330
35250904,35,375
35250905,35,285
35250906,35,385
35250907,35,275
35250908,35,315
35250909,35,480
35250910,35,710
35250911,35,380
35250912,35,330
35250913,35,350
35250914,35,190
35250915,35,350
35250916,35,1910
35250918,35,415
35250919,35,390
35250920,35,300
35250921,35,350
35250922,35,300
35250923,35,365
35250924,35,235
35250925,35,335
35250928,35,295
35250929,35,430
35250930,35,420
35250931,35,415
35250932,35,110
35250933,35,245
35250934,35,330
35250935,35,385
35250936,35,370
35250937,35,525
35250938,35,315
35250939,35,330
35250940,35,225
35250941,35,390
35250942,35,345
35250943,35,460
35250944,35,220
35250945,35,345
35250946,35,235
35250947,35,360
35250948,35,335
35250949,35,220
35250950,35,305
35250951,35,380
35250952,35,900
35250953,35,75
35250954,35,165
35250955,35,35
35250956,35,85
35250957,35,140
35250958,35,295
35250959,35,210
35250960,35,145
35250961,35,125
35250962,35,295
35250963,35,1100
35250964,35,365
35250965,35,190
35250967,35,150
35250968,35,190
35250969,35,340
35250970,35,205
35250971,35,320
35250972,35,275
35250973,35,295
35250974,35,195
35250975,35,300
35250976,35,130
35250978,35,1095
35250980,35,130
35250981,35,675
35250982,35,35
35250983,35,270
35250985,35,705
35250986,35,630
35250987,35,360
35250988,35,535
35250989,35,525
35250990,35,225
35250991,35,320
35250992,35,180
35250993,35,65
35250994,35,580
35250995,35,650
35250996,35,475
35250997,35,285
35250998,35,280
35250999,35,550
35251000,35,260
35251001,35,320
35251002,35,340
35251003,35,185
35251004,35,250
35251005,35,510
35251006,35,510
35251007,35,500
35251008,35,285
35251009,35,530
35251010,35,315
35251011,35,350
35251012,35,280
35251013,35,465
35251014,35,205
35251015,35,365
35251016,35,235
35251017,35,365
35251018,35,365
35251019,35,205
35251020,35,445
35251021,35,310
35251022,35,870
35251023,35,510
35251024,35,515
35251025,35,290
35251026,35,305
3526,35,202295
35260001,35,160
35260002,35,175
35260003,35,295
35260004,35,75
35260005,35,430
35260006,35,265
35260007,35,200
35260008,35,135
35260009,35,255
35260010,35,335
35260011,35,290
35260012,35,360
35260013,35,145
35260014,35,235
35260015,35,220
35260016,35,785
35260022,35,495
35260023,35,515
35260024,35,180
35260025,35,275
35260026,35,380
35260027,35,450
35260028,35,290
35260029,35,295
35260030,35,170
35260031,35,130
35260032,35,170
35260033,35,300
35260034,35,160
35260035,35,135
35260036,35,170
35260037,35,280
35260038,35,205
35260039,35,170
35260040,35,245
35260041,35,205
35260042,35,315
35260043,35,320
35260044,35,330
35260045,35,320
35260046,35,185
35260047,35,210
35260048,35,275
35260049,35,260
35260050,35,265
35260051,35,165
35260052,35,210
35260053,35,195
35260054,35,205
35260055,35,310
35260056,35,580
35260057,35,195
35260058,35,220
35260059,35,280
35260060,35,240
35260061,35,250
35260062,35,255
35260063,35,285
35260064,35,105
35260065,35,300
35260066,35,210
35260067,35,150
35260068,35,180
35260069,35,250
35260070,35,325
35260071,35,190
35260072,35,235
35260073,35,270
35260074,35,290
35260075,35,230
35260076,35,205
35260077,35,150
35260078,35,190
35260079,35,185
35260080,35,220
35260081,35,180
35260082,35,190
35260083,35,205
35260084,35,125
35260085,35,185
35260086,35,150
35260087,35,390
35260088,35,250
35260089,35,140
35260090,35,265
35260091,35,220
35260092,35,190
35260093,35,185
35260094,35,235
35260095,35,260
35260096,35,230
35260097,35,165
35260098,35,210
35260099,35,130
35260100,35,235
35260101,35,290
35260102,35,135
35260103,35,250
35260104,35,375
35260105,35,155
35260106,35,380
35260107,35,295
35260108,35,210
35260109,35,210
35260110,35,250
35260111,35,95
35260112,35,320
35260113,35,585
35260114,35,220
35260115,35,180
35260116,35,260
35260118,35,215
35260119,35,375
35260121,35,120
35260122,35,225
35260123,35,330
35260124,35,340
35260125,35,195
35260126,35,230
35260127,35,315
35260128,35,280
35260129,35,200
35260130,35,165
35260131,35,400
35260132,35,170
35260133,35,510
35260134,35,420
35260135,35,265
35260136,35,335
35260139,35,250
35260140,35,205
35260141,35,190
35260142,35,255
35260143,35,105
35260144,35,130
35260145,35,255
35260146,35,290
35260147,35,80
35260148,35,165
35260149,35,120
35260150,35,110
35260151,35,255
35260152,35,190
35260153,35,260
35260154,35,185
35260155,35,240
35260156,35,325
35260157,35,245
35260158,35,260
35260159,35,295
35260160,35,145
35260161,35,185
35260162,35,200
35260163,35,230
35260164,35,250
35260165,35,295
35260166,35,415
35260167,35,165
35260168,35,325
35260169,35,95
35260170,35,195
35260171,35,280
35260172,35,200
35260173,35,245
35260174,35,240
35260175,35,140
35260176,35,595
35260177,35,210
35260178,35,210
35260179,35,265
35260180,35,185
35260181,35,340
35260182,35,370
35260183,35,260
35260184,35,150
35260185,35,520
35260186,35,295
35260187,35,160
35260188,35,105
35260189,35,275
35260190,35,225
35260191,35,235
35260192,35,165
35260193,35,290
35260194,35,145
35260195,35,340
35260196,35,335
35260198,35,290
35260199,35,285
35260200,35,270
35260201,35,290
35260202,35,220
35260203,35,260
35260204,35,180
35260205,35,70
35260206,35,165
35260207,35,160
35260208,35,160
35260209,35,135
35260211,35,230
35260212,35,250
35260214,35,280
35260215,35,310
35260216,35,170
35260223,35,295
35260224,35,255
35260225,35,250
35260226,35,500
35260227,35,335
35260228,35,275
35260229,35,445
35260230,35,380
35260231,35,265
35260232,35,145
35260233,35,305
35260234,35,180
35260235,35,470
35260236,35,165
35260237,35,245
35260238,35,235
35260239,35,275
35260240,35,485
35260241,35,370
35260242,35,195
35260243,35,150
35260244,35,275
35260245,35,255
35260246,35,225
35260247,35,350
35260248,35,185
35260249,35,255
35260250,35,225
35260251,35,435
35260252,35,135
35260253,35,245
35260254,35,315
35260255,35,220
35260256,35,150
35260257,35,150
35260258,35,155
35260259,35,245
35260260,35,105
35260261,35,115
35260262,35,355
35260263,35,815
35260264,35,190
35260265,35,195
35260266,35,285
35260267,35,270
35260268,35,480
35260269,35,200
35260270,35,255
35260271,35,410
35260272,35,375
35260273,35,235
35260274,35,275
35260275,35,295
35260276,35,375
35260277,35,325
35260278,35,285
35260279,35,260
35260280,35,380
35260281,35,180
35260282,35,130
35260283,35,205
35260284,35,455
35260285,35,330
35260286,35,210
35260287,35,230
35260288,35,255
35260289,35,1045
35260290,35,215
35260291,35,315
35260296,35,235
35260298,35,595
35260299,35,225
35260300,35,350
35260301,35,300
35260302,35,275
35260303,35,290
35260304,35,290
35260307,35,275
35260309,35,790
35260310,35,190
35260311,35,495
35260313,35,275
35260314,35,320
35260315,35,215
35260316,35,245
35260317,35,165
35260318,35,220
35260319,35,190
35260320,35,220
35260321,35,290
35260322,35,240
35260323,35,235
35260324,35,310
35260325,35,130
35260326,35,315
35260327,35,180
35260328,35,130
35260330,35,285
35260332,35,200
35260333,35,345
35260334,35,215
35260335,35,1045
35260336,35,745
35260337,35,190
35260338,35,600
35260339,35,265
35260340,35,260
35260341,35,300
35260342,35,270
35260357,35,165
35260358,35,255
35260359,35,265
35260360,35,280
35260361,35,265
35260362,35,265
35260365,35,215
35260366,35,255
35260367,35,340
35260368,35,1050
35260369,35,265
35260370,35,250
35260372,35,80
35260373,35,130
35260375,35,170
35260376,35,195
35260377,35,220
35260378,35,165
35260379,35,405
35260382,35,250
35260383,35,195
35260384,35,330
35260385,35,390
35260386,35,230
35260387,35,295
35260388,35,225
35260389,35,255
35260390,35,180
35260391,35,105
35260392,35,175
35260393,35,95
35260394,35,190
35260395,35,250
35260396,35,195
35260397,35,455
35260398,35,255
35260400,35,215
35260401,35,165
35260402,35,280
35260403,35,155
35260404,35,205
35260405,35,265
35260407,35,620
35260410,35,180
35260411,35,215
35260412,35,265
35260413,35,200
35260414,35,275
35260416,35,180
35260418,35,270
35260419,35,255
35260420,35,190
35260423,35,295
35260424,35,275
35260425,35,150
35260426,35,285
35260427,35,160
35260428,35,255
35260429,35,325
35260430,35,185
35260431,35,220
35260432,35,235
35260433,35,330
35260434,35,305
35260435,35,265
35260436,35,285
35260437,35,140
35260438,35,345
35260439,35,270
35260440,35,330
35260441,35,205
35260442,35,335
35260443,35,315
35260444,35,160
35260445,35,325
35260446,35,225
35260447,35,290
35260448,35,260
35260449,35,275
35260450,35,210
35260451,35,65
35260452,35,320
35260453,35,175
35260454,35,190
35260455,35,255
35260456,35,230
35260457,35,270
35260458,35,215
35260459,35,125
35260460,35,205
35260461,35,250
35260462,35,255
35260463,35,175
35260466,35,200
35260467,35,245
35260468,35,360
35260469,35,165
35260470,35,215
35260471,35,175
35260472,35,320
35260473,35,200
35260474,35,275
35260475,35,335
35260476,35,345
35260477,35,250
35260478,35,345
35260479,35,250
35260480,35,250
35260481,35,225
35260482,35,205
35260483,35,310
35260484,35,290
35260485,35,230
35260486,35,220
35260487,35,160
35260488,35,320
35260489,35,235
35260490,35,190
35260491,35,165
35260492,35,230
35260493,35,245
35260494,35,425
35260498,35,165
35260499,35,165
35260500,35,225
35260501,35,205
35260502,35,330
35260503,35,205
35260504,35,320
35260505,35,135
35260506,35,240
35260507,35,325
35260508,35,390
35260509,35,230
35260510,35,230
35260511,35,250
35260512,35,200
35260513,35,285
35260514,35,240
35260515,35,240
35260516,35,245
35260517,35,195
35260518,35,135
35260519,35,130
35260520,35,150
35260521,35,235
35260522,35,235
35260523,35,295
35260524,35,255
35260525,35,235
35260528,35,345
35260529,35,195
35260530,35,195
35260531,35,290
35260532,35,225
35260533,35,200
35260534,35,235
35260535,35,160
35260536,35,360
35260537,35,145
35260538,35,205
35260541,35,210
35260542,35,220
35260543,35,260
35260544,35,310
35260545,35,235
35260546,35,255
35260547,35,335
35260548,35,265
35260549,35,255
35260550,35,175
35260551,35,120
35260552,35,120
35260553,35,175
35260554,35,140
35260555,35,235
35260556,35,260
35260557,35,325
35260558,35,225
35260559,35,210
35260560,35,300
35260561,35,275
35260562,35,165
35260563,35,175
35260564,35,460
35260565,35,250
35260566,35,270
35260567,35,205
35260568,35,290
35260569,35,345
35260571,35,345
35260573,35,185
35260574,35,210
35260575,35,230
35260576,35,155
35260577,35,235
35260578,35,290
35260579,35,225
35260582,35,135
35260583,35,305
35260584,35,230
35260585,35,305
35260586,35,290
35260587,35,210
35260588,35,190
35260589,35,280
35260590,35,490
35260591,35,115
35260592,35,245
35260593,35,290
35260594,35,150
35260595,35,115
35260596,35,390
35260597,35,280
35260598,35,115
35260599,35,390
35260600,35,300
35260602,35,380
35260603,35,345
35260605,35,290
35260606,35,675
35260607,35,270
35260608,35,360
35260609,35,225
35260610,35,230
35260611,35,355
35260612,35,300
35260613,35,125
35260614,35,255
35260616,35,380
35260617,35,260
35260618,35,155
35260619,35,705
35260620,35,225
35260621,35,155
35260622,35,205
35260623,35,175
35260624,35,80
35260625,35,235
35260626,35,435
35260627,35,330
35260628,35,250
35260629,35,280
35260630,35,650
35260631,35,165
35260632,35,440
35260633,35,255
35260634,35,685
35260635,35,410
35260636,35,290
35260637,35,255
35260638,35,860
35260639,35,160
35260640,35,140
35260641,35,190
35260645,35,235
35260646,35,200
35260647,35,245
35260648,35,255
35260649,35,330
35260650,35,235
35260651,35,235
35260652,35,350
35260653,35,510
35260654,35,350
35260655,35,165
35260656,35,300
35260657,35,180
35260658,35,290
35260659,35,360
35260660,35,630
35260661,35,200
35260665,35,175
35260666,35,255
35260667,35,165
35260668,35,185
35260669,35,255
35260670,35,245
35260671,35,150
35260675,35,295
35260676,35,420
35260677,35,195
35260678,35,210
35260679,35,200
35260680,35,275
35260681,35,155
35260682,35,270
35260683,35,195
35260684,35,155
35260685,35,245
35260686,35,355
35260687,35,395
35260688,35,480
35260689,35,295
35260690,35,305
35260695,35,320
35260696,35,345
35260697,35,260
35260698,35,325
35260701,35,295
35260702,35,565
35260704,35,235
35260706,35,310
35260707,35,315
35260708,35,200
35260709,35,260
35260710,35,315
35260711,35,250
35260712,35,380
35260713,35,255
35260714,35,195
35260715,35,175
35260716,35,160
35260717,35,195
35260718,35,275
35260719,35,260
35260720,35,75
35260721,35,295
35260722,35,265
35260723,35,160
35260724,35,215
35260728,35,195
35260729,35,200
35260730,35,175
35260731,35,140
35260732,35,205
35260734,35,700
35260736,35,715
35260737,35,470
35260738,35,560
35260739,35,395
35260740,35,555
35260741,35,1135
35260742,35,490
35260743,35,480
35260744,35,550
35260746,35,355
35260747,35,365
35260748,35,795
35260749,35,325
35260750,35,270
35260751,35,210
35260752,35,215
35260753,35,195
35260754,35,225
35260755,35,435
35260756,35,300
35260757,35,580
35260758,35,240
35260759,35,410
35260760,35,255
35260761,35,235
35260762,35,395
35260763,35,250
35260764,35,350
35260765,35,240
35260766,35,400
35260767,35,175
35260768,35,305
35260769,35,235
35260770,35,265
35260771,35,225
35260772,35,695
35260773,35,450
35260774,35,275
35260775,35,210
35260776,35,330
35260777,35,545
35260778,35,525
35260779,35,355
35260780,35,225
35260781,35,290
35260782,35,160
35260783,35,245
35260784,35,310
35260785,35,290
35260786,35,235
35260787,35,285
35260788,35,360
35260789,35,170
35260790,35,245
35260791,35,195
35260792,35,330
35260793,35,305
35260794,35,355
35260795,35,480
35260796,35,435
35260797,35,230
35260798,35,195
35260799,35,160
35260800,35,205
35260801,35,470
35260802,35,265
35260803,35,350
35260804,35,340
35260805,35,350
35260806,35,220
35260807,35,230
35260808,35,335
35260809,35,280
35260810,35,265
35260811,35,255
35260812,35,345
35260813,35,85
35260815,35,165
35260816,35,330
35260817,35,170
35260818,35,180
35260819,35,170
35260820,35,335
35260821,35,425
35260823,35,310
35260824,35,510
35260825,35,360
35260826,35,605
35260827,35,265
35260828,35,180
35260829,35,260
35260830,35,460
35260831,35,200
35260832,35,390
35260833,35,385
35260834,35,195
35260835,35,400
35260836,35,1350
35260837,35,390
3528,35,52200
35280151,35,320
35280152,35,315
35280153,35,355
35280154,35,320
35280155,35,260
35280156,35,255
35280157,35,255
35280158,35,320
35280159,35,295
35280160,35,350
35280161,35,455
35280162,35,470
35280163,35,360
35280164,35,395
35280165,35,45
35280166,35,230
35280167,35,130
35280168,35,270
35280169,35,385
35280170,35,250
35280171,35,240
35280172,35,335
35280173,35,220
35280174,35,260
35280175,35,250
35280176,35,270
35280177,35,335
35280178,35,265
35280179,35,335
35280180,35,200
35280181,35,275
35280182,35,220
35280183,35,220
35280184,35,265
35280185,35,250
35280186,35,205
35280187,35,110
35280188,35,210
35280189,35,230
35280190,35,295
35280191,35,240
35280192,35,335
35280193,35,185
35280194,35,210
35280195,35,200
35280196,35,170
35280197,35,170
35280198,35,345
35280199,35,135
35280200,35,355
35280201,35,405
35280202,35,430
35280203,35,255
35280204,35,185
35280205,35,230
35280206,35,335
35280207,35,290
35280208,35,280
35280209,35,245
35280210,35,120
35280211,35,115
35280212,35,180
35280213,35,150
35280214,35,255
35280215,35,340
35280216,35,245
35280217,35,280
35280218,35,325
35280219,35,300
35280220,35,410
35280221,35,220
35280222,35,230
35280223,35,255
35280224,35,305
35280225,35,175
35280226,35,170
35280227,35,265
35280228,35,185
35280229,35,265
35280230,35,275
35280231,35,240
35280232,35,260
35280233,35,200
35280234,35,185
35280235,35,235
35280236,35,410
35280237,35,290
35280238,35,480
35280239,35,510
35280240,35,300
35280241,35,410
35280242,35,265
35280243,35,365
35280244,35,305
35280245,35,350
35280246,35,195
35280247,35,145
35280248,35,245
35280249,35,240
35280250,35,240
35280251,35,315
35280252,35,250
35280253,35,230
35280254,35,135
35280255,35,290
35280256,35,155
35280257,35,130
35280258,35,325
35280259,35,220
35280260,35,250
35280261,35,250
35280262,35,210
35280263,35,165
35280264,35,385
35280265,35,215
35280266,35,225
35280267,35,225
35280268,35,285
35280269,35,135
35280270,35,245
35280271,35,225
35280272,35,310
35280273,35,275
35280274,35,190
35280275,35,270
35280276,35,195
35280277,35,210
35280278,35,175
35280279,35,150
35280280,35,225
35280281,35,145
35280282,35,135
35280283,35,315
35280284,35,185
35280285,35,155
35280286,35,245
35280287,35,130
35280288,35,295
35280289,35,160
35280290,35,155
35280291,35,260
35280292,35,305
35280293,35,335
35280294,35,285
35280295,35,280
35280296,35,200
35280297,35,200
35280298,35,160
35280299,35,320
35280300,35,270
35280301,35,215
35280302,35,295
35280303,35,210
35280304,35,185
35280305,35,305
35280306,35,195
35280307,35,195
35280308,35,270
35280309,35,210
35280310,35,230
35280311,35,235
35280312,35,270
35280313,35,140
35280314,35,305
35280315,35,175
35280316,35,330
35280317,35,255
35280318,35,210
35280319,35,220
35280320,35,195
35280321,35,265
35280322,35,230
35280323,35,245
35280324,35,290
35280325,35,300
35280326,35,225
35280327,35,285
35280328,35,195
35280329,35,210
35280330,35,195
35280331,35,270
35280332,35,490
35280333,35,270
35280334,35,265
35280335,35,200
35280336,35,275
35280337,35,220
35280338,35,325
35280339,35,225
35280340,35,240
35280341,35,280
35280342,35,235
35280343,35,190
35280344,35,265
35280345,35,215
35280346,35,315
35280347,35,245
35280348,35,315
35280349,35,230
35280350,35,225
35280351,35,270
35280352,35,90
35280353,35,240
35280354,35,160
35280355,35,190
35280356,35,200
35280357,35,280
3529,35,65645
35290007,35,375
35290008,35,190
35290009,35,380
35290010,35,320
35290011,35,495
35290012,35,205
35290013,35,170
35290014,35,230
35290015,35,335
35290016,35,165
35290017,35,225
35290018,35,200
35290019,35,250
35290020,35,235
35290021,35,250
35290022,35,255
35290023,35,355
35290024,35,210
35290025,35,205
35290026,35,275
35290027,35,425
35290029,35,355
35290030,35,280
35290031,35,310
35290032,35,165
35290033,35,250
35290034,35,335
35290035,35,220
35290036,35,300
35290037,35,255
35290038,35,400
35290039,35,220
35290040,35,115
35290041,35,150
35290042,35,240
35290043,35,255
35290044,35,210
35290045,35,195
35290046,35,335
35290047,35,295
35290048,35,270
35290049,35,220
35290050,35,420
35290051,35,160
35290052,35,315
35290054,35,205
35290055,35,355
35290056,35,205
35290057,35,615
35290060,35,190
35290066,35,200
35290067,35,300
35290068,35,80
35290069,35,230
35290070,35,130
35290071,35,405
35290084,35,270
35290085,35,245
35290086,35,240
35290087,35,180
35290088,35,105
35290089,35,225
35290090,35,300
35290091,35,300
35290092,35,265
35290093,35,165
35290094,35,220
35290095,35,235
35290096,35,260
35290097,35,155
35290098,35,225
35290099,35,250
35290100,35,230
35290101,35,200
35290102,35,120
35290103,35,185
35290104,35,270
35290105,35,245
35290106,35,185
35290107,35,125
35290108,35,250
35290109,35,250
35290110,35,355
35290111,35,1320
35290112,35,280
35290113,35,375
35290114,35,110
35290115,35,155
35290116,35,310
35290118,35,280
35290119,35,180
35290121,35,405
35290122,35,310
35290123,35,220
35290124,35,305
35290126,35,460
35290128,35,70
35290129,35,525
35290130,35,320
35290131,35,280
35290132,35,260
35290133,35,220
35290134,35,235
35290135,35,220
35290136,35,265
35290137,35,215
35290138,35,270
35290139,35,180
35290140,35,300
35290141,35,270
35290142,35,220
35290143,35,210
35290144,35,220
35290145,35,290
35290146,35,100
35290147,35,225
35290148,35,225
35290149,35,200
35290150,35,290
35290151,35,240
35290152,35,145
35290153,35,115
35290154,35,175
35290155,35,200
35290156,35,225
35290157,35,275
35290158,35,220
35290159,35,240
35290164,35,200
35290165,35,210
35290221,35,485
35290223,35,600
35290224,35,265
35290225,35,360
35290226,35,275
35290227,35,620
35290228,35,285
35290229,35,225
35290230,35,390
35290231,35,245
35290232,35,235
35290233,35,175
35290234,35,250
35290235,35,260
35290236,35,410
35290237,35,380
35290238,35,255
35290239,35,450
35290240,35,275
35290241,35,205
35290242,35,250
35290243,35,315
35290244,35,320
35290245,35,195
35290246,35,130
35290247,35,230
35290248,35,185
35290249,35,215
35290250,35,160
35290251,35,85
35290252,35,270
35290253,35,195
35290254,35,230
35290255,35,225
35290256,35,200
35290257,35,300
35290259,35,245
35290260,35,300
35290261,35,290
35290263,35,355
35290264,35,250
35290265,35,205
35290267,35,205
35290268,35,365
35290269,35,180
35290270,35,255
35290271,35,175
35290272,35,270
35290273,35,240
35290274,35,210
35290275,35,295
35290276,35,245
35290277,35,190
35290278,35,240
35290279,35,325
35290280,35,245
35290281,35,310
35290282,35,250
35290283,35,345
35290284,35,315
35290285,35,390
35290286,35,680
35290287,35,355
35290288,35,295
35290289,35,270
35290290,35,240
35290291,35,295
35290292,35,195
35290293,35,270
35290294,35,245
35290295,35,230
35290296,35,290
35290297,35,285
35290298,35,330
35290299,35,280
35290300,35,235
35290301,35,90
35290302,35,355
35290303,35,310
35290304,35,250
35290305,35,285
35290306,35,210
35290307,35,315
35290308,35,295
35290309,35,285
35290310,35,360
35290311,35,500
35290313,35,45
35290314,35,265
35290316,35,590
35290317,35,360
35290318,35,180
35290319,35,815
35290320,35,965
35290321,35,340
35290322,35,435
35290323,35,160
35290324,35,200
35290325,35,700
35290326,35,205
35290327,35,325
35290328,35,165
35290329,35,345
