GEOUID,PROV,EMP15
24540115,24,290
24540116,24,130
24540117,24,665
24540118,24,190
24540119,24,335
24540120,24,205
24540121,24,335
24540122,24,335
24540123,24,410
24540124,24,270
24540125,24,255
24540126,24,275
24540127,24,330
24540128,24,310
24540129,24,205
24540130,24,295
24540131,24,310
24540132,24,290
24540133,24,210
24540134,24,420
24540135,24,310
24540136,24,385
24540137,24,300
24540138,24,440
24540139,24,300
24540140,24,235
24540141,24,295
24540142,24,460
24540143,24,360
24540144,24,325
24540145,24,575
24540146,24,290
24540147,24,185
24540148,24,245
24540149,24,140
24540150,24,265
24540151,24,235
24540152,24,245
24540153,24,280
24540154,24,155
24540155,24,265
24540156,24,195
24540157,24,270
24540158,24,120
24540159,24,205
24540160,24,270
24540161,24,210
24540162,24,205
24540163,24,295
24540164,24,180
24540165,24,275
24540166,24,110
24540167,24,165
24540168,24,70
24540170,24,145
24540171,24,200
24540172,24,130
24540173,24,160
24540174,24,235
24540175,24,280
24540176,24,215
24540177,24,275
24540178,24,350
24540179,24,130
24540180,24,185
24540181,24,160
24540182,24,200
24540183,24,235
24540184,24,205
24540185,24,240
24540186,24,255
24540187,24,175
24540188,24,165
24540189,24,90
24540190,24,105
24540191,24,220
24540192,24,180
24540193,24,135
24540194,24,90
24540195,24,270
24540196,24,380
24540197,24,225
24540198,24,255
24540199,24,650
24540200,24,190
24540201,24,280
24540202,24,330
24540203,24,210
24540204,24,335
24540205,24,215
24540206,24,265
24540207,24,300
24540208,24,365
24540209,24,355
24540210,24,210
24540211,24,230
24540212,24,285
24540213,24,245
24540214,24,170
24540215,24,175
24540216,24,350
24540217,24,255
24540218,24,185
24540219,24,205
24540220,24,260
24540221,24,380
24540222,24,160
24540223,24,110
24540224,24,225
24540225,24,325
24540226,24,245
24540227,24,305
24540228,24,310
24540229,24,345
24540230,24,275
24540231,24,205
24540232,24,310
24540233,24,295
24540234,24,245
24540235,24,625
24540236,24,320
24540237,24,335
24540238,24,270
24540239,24,400
24540240,24,290
24540241,24,225
24540242,24,260
24540243,24,400
24540244,24,310
24540245,24,315
24540246,24,380
24540247,24,230
24540248,24,255
24540249,24,265
24540250,24,455
24540251,24,325
24540252,24,325
24540253,24,245
24540254,24,210
24540255,24,305
24540256,24,355
24540257,24,460
24540258,24,300
24540259,24,330
24540260,24,285
24540261,24,260
24540262,24,250
24540263,24,240
24540264,24,330
2455,24,19605
24550038,24,350
24550039,24,525
24550040,24,270
24550041,24,230
24550042,24,520
24550043,24,230
24550044,24,325
24550045,24,295
24550046,24,385
24550047,24,330
24550048,24,590
24550049,24,400
24550050,24,275
24550051,24,235
24550052,24,355
24550053,24,305
24550054,24,555
24550055,24,470
24550056,24,400
24550057,24,260
24550058,24,360
24550059,24,220
24550060,24,310
24550061,24,570
24550062,24,210
24550063,24,390
24550064,24,475
24550065,24,280
24550066,24,285
24550067,24,380
24550068,24,240
24550069,24,270
24550070,24,1195
24550071,24,240
24550072,24,325
24550073,24,450
24550074,24,800
24550075,24,435
24550076,24,430
24550077,24,435
24550078,24,290
24550079,24,255
24550080,24,410
24550081,24,330
24550082,24,260
24550083,24,440
24550084,24,245
24550085,24,575
24550086,24,560
24550087,24,410
24550088,24,220
2456,24,59320
24560128,24,195
24560129,24,235
24560130,24,200
24560131,24,350
24560132,24,225
24560133,24,160
24560134,24,310
24560135,24,350
24560136,24,165
24560137,24,650
24560138,24,225
24560139,24,600
24560140,24,220
24560141,24,185
24560142,24,345
24560143,24,250
24560144,24,240
24560145,24,250
24560146,24,315
24560147,24,655
24560148,24,415
24560149,24,240
24560150,24,225
24560151,24,155
24560152,24,195
24560153,24,210
24560154,24,240
24560155,24,240
24560156,24,285
24560157,24,240
24560158,24,185
24560159,24,150
24560160,24,175
24560161,24,210
24560162,24,140
24560163,24,105
24560164,24,210
24560165,24,205
24560166,24,365
24560167,24,265
24560168,24,240
24560170,24,220
24560171,24,250
24560172,24,255
24560173,24,195
24560174,24,185
24560175,24,240
24560176,24,255
24560177,24,265
24560178,24,250
24560179,24,230
24560180,24,130
24560181,24,125
24560182,24,185
24560183,24,180
24560184,24,205
24560185,24,170
24560186,24,255
24560187,24,145
24560188,24,255
24560189,24,215
24560190,24,205
24560191,24,225
24560192,24,200
24560193,24,200
24560194,24,290
24560195,24,250
24560196,24,255
24560197,24,235
24560198,24,150
24560199,24,150
24560200,24,305
24560201,24,435
24560202,24,290
24560203,24,160
24560204,24,270
24560205,24,220
24560206,24,310
24560207,24,215
24560208,24,400
24560209,24,330
24560210,24,260
24560211,24,480
24560212,24,210
24560213,24,410
24560214,24,285
24560215,24,275
24560216,24,335
24560217,24,315
24560218,24,610
24560219,24,310
24560220,24,325
24560221,24,265
24560222,24,180
24560223,24,205
24560224,24,275
24560225,24,220
24560226,24,305
24560227,24,190
24560228,24,225
24560229,24,400
24560230,24,210
24560231,24,300
24560232,24,260
24560233,24,245
24560234,24,340
24560235,24,340
24560236,24,385
24560237,24,290
24560238,24,260
24560239,24,265
24560240,24,185
24560241,24,220
24560242,24,665
24560243,24,240
24560244,24,260
24560245,24,265
24560246,24,730
24560247,24,245
24560248,24,160
24560249,24,260
24560250,24,375
24560251,24,325
24560252,24,375
24560253,24,175
24560254,24,260
24560255,24,310
24560256,24,275
24560257,24,360
24560258,24,325
24560259,24,240
24560261,24,320
24560262,24,855
24560263,24,200
24560264,24,170
24560265,24,215
24560266,24,175
24560267,24,210
24560268,24,310
24560269,24,315
24560270,24,405
24560271,24,465
24560272,24,380
24560273,24,270
24560274,24,205
24560275,24,355
24560276,24,430
24560277,24,305
24560278,24,235
24560279,24,325
24560280,24,405
24560281,24,135
24560282,24,210
24560283,24,180
24560284,24,240
24560285,24,350
24560286,24,570
24560287,24,620
24560288,24,210
24560289,24,265
24560290,24,245
24560291,24,280
24560292,24,250
24560293,24,235
24560294,24,140
24560295,24,320
24560297,24,305
24560298,24,180
24560299,24,250
24560300,24,300
24560301,24,370
24560302,24,280
24560303,24,335
24560304,24,305
24560305,24,250
24560306,24,385
24560307,24,215
24560308,24,310
24560310,24,390
24560311,24,235
24560312,24,350
24560313,24,330
24560314,24,295
24560315,24,30
24560316,24,265
24560317,24,90
24560318,24,355
24560319,24,295
24560320,24,280
24560321,24,320
24560322,24,260
24560323,24,290
24560324,24,230
24560325,24,365
24560326,24,260
24560327,24,295
24560328,24,240
24560329,24,290
24560330,24,340
24560331,24,135
24560332,24,220
24560333,24,375
24560335,24,315
24560336,24,255
24560337,24,290
24560338,24,260
24560339,24,265
24560340,24,205
24560341,24,200
24560342,24,365
24560343,24,175
24560344,24,405
24560345,24,210
24560346,24,180
2457,24,64310
24570012,24,1795
24570013,24,340
24570014,24,285
24570015,24,235
24570016,24,210
24570017,24,265
24570018,24,190
24570019,24,205
24570020,24,220
24570021,24,255
24570022,24,265
24570023,24,290
24570024,24,255
24570025,24,160
24570026,24,285
24570027,24,135
24570028,24,235
24570036,24,540
24570037,24,150
24570038,24,235
24570039,24,220
24570040,24,390
24570041,24,230
24570042,24,145
24570043,24,510
24570044,24,210
24570045,24,180
24570046,24,260
24570047,24,230
24570048,24,255
24570049,24,355
24570050,24,575
24570051,24,270
24570052,24,480
24570053,24,245
24570054,24,505
24570055,24,320
24570056,24,305
24570057,24,290
24570058,24,255
24570059,24,140
24570060,24,260
24570061,24,205
24570062,24,280
24570063,24,245
24570064,24,265
24570065,24,245
24570066,24,245
24570068,24,265
24570069,24,250
24570070,24,425
24570071,24,215
24570072,24,215
24570073,24,255
24570074,24,535
24570075,24,185
24570076,24,305
24570077,24,270
24570078,24,405
24570079,24,295
24570080,24,260
24570081,24,295
24570082,24,270
24570083,24,465
24570084,24,525
24570088,24,325
24570089,24,410
24570136,24,360
24570138,24,410
24570139,24,275
24570140,24,245
24570141,24,455
24570142,24,375
24570143,24,175
24570144,24,310
24570145,24,250
24570146,24,305
24570147,24,270
24570148,24,195
24570149,24,420
24570150,24,325
24570151,24,400
24570152,24,1955
24570153,24,1255
24570154,24,260
24570155,24,205
24570156,24,345
24570157,24,200
24570158,24,575
24570159,24,235
24570161,24,275
24570163,24,320
24570164,24,335
24570167,24,180
24570168,24,275
24570169,24,330
24570170,24,235
24570171,24,320
24570174,24,220
24570175,24,395
24570176,24,860
24570177,24,305
24570178,24,575
24570179,24,475
24570180,24,275
24570181,24,390
24570182,24,265
24570184,24,725
24570185,24,435
24570186,24,230
24570187,24,335
24570188,24,275
24570189,24,230
24570190,24,290
24570191,24,360
24570192,24,360
24570194,24,215
24570196,24,175
24570197,24,240
24570198,24,230
24570200,24,260
24570201,24,410
24570208,24,445
24570209,24,620
24570210,24,985
24570211,24,520
24570213,24,295
24570214,24,835
24570215,24,360
24570216,24,220
24570217,24,310
24570218,24,280
24570219,24,305
24570220,24,335
24570221,24,360
24570222,24,350
24570223,24,410
24570224,24,540
24570225,24,310
24570226,24,415
24570227,24,520
24570228,24,430
24570229,24,1935
24570230,24,455
24570231,24,245
24570232,24,280
24570233,24,225
24570234,24,160
24570235,24,260
24570236,24,265
24570237,24,290
24570238,24,375
24570239,24,670
24570240,24,245
24570241,24,195
24570242,24,370
24570243,24,420
24570244,24,450
24570245,24,255
24570246,24,385
24570247,24,1360
24570248,24,405
24570249,24,245
24570250,24,430
24570251,24,480
24570252,24,525
24570253,24,560
24570254,24,1030
24570255,24,345
24570256,24,415
24570257,24,775
2458,24,199960
24580001,24,180
24580002,24,130
24580003,24,285
24580004,24,215
24580005,24,410
24580006,24,235
24580007,24,120
24580008,24,435
24580009,24,245
24580010,24,550
24580011,24,310
24580012,24,425
24580013,24,265
24580014,24,590
24580015,24,355
24580016,24,605
24580017,24,390
24580018,24,260
24580019,24,205
24580020,24,165
24580021,24,165
24580022,24,220
24580023,24,270
24580024,24,265
24580025,24,155
24580026,24,245
24580027,24,250
24580028,24,245
24580029,24,90
24580030,24,95
24580031,24,125
24580032,24,240
24580033,24,280
24580034,24,335
24580035,24,215
24580036,24,295
24580037,24,275
24580038,24,110
24580039,24,275
24580040,24,255
24580041,24,195
24580042,24,330
24580043,24,285
24580044,24,235
24580045,24,345
24580046,24,200
24580047,24,210
24580048,24,190
24580049,24,325
24580050,24,225
24580051,24,180
24580052,24,235
24580053,24,215
24580054,24,260
24580055,24,240
24580056,24,290
24580057,24,280
24580058,24,260
24580059,24,190
24580060,24,245
24580061,24,280
24580062,24,175
24580063,24,345
24580064,24,240
24580065,24,235
24580066,24,275
24580067,24,270
24580068,24,165
24580069,24,210
24580070,24,280
24580071,24,225
24580072,24,270
24580073,24,350
24580074,24,180
24580075,24,170
24580076,24,135
24580077,24,230
24580078,24,245
24580079,24,135
24580080,24,180
24580081,24,220
24580082,24,210
24580083,24,80
24580084,24,390
24580085,24,200
24580087,24,200
24580088,24,220
24580089,24,170
24580090,24,155
24580091,24,245
24580092,24,165
24580093,24,110
24580094,24,125
24580095,24,205
24580096,24,115
24580097,24,325
24580098,24,340
24580099,24,245
24580100,24,335
24580101,24,195
24580102,24,295
24580103,24,310
24580104,24,215
24580105,24,295
24580106,24,160
24580107,24,135
24580108,24,235
24580109,24,210
24580110,24,205
24580112,24,215
24580113,24,240
24580114,24,370
24580115,24,145
24580116,24,230
24580117,24,170
24580118,24,165
24580119,24,235
24580120,24,200
24580121,24,390
24580122,24,175
24580123,24,200
24580124,24,255
24580125,24,255
24580126,24,225
24580127,24,260
24580128,24,330
24580132,24,335
24580134,24,50
24580135,24,290
24580136,24,120
24580137,24,55
24580138,24,535
24580139,24,215
24580140,24,330
24580141,24,300
24580142,24,285
24580143,24,305
24580144,24,325
24580145,24,385
24580146,24,215
24580147,24,385
24580148,24,285
24580149,24,200
24580150,24,300
24580151,24,240
24580152,24,270
24580153,24,130
24580154,24,165
24580155,24,135
24580156,24,290
24580157,24,295
24580158,24,230
24580159,24,230
24580160,24,245
24580162,24,275
24580163,24,195
24580164,24,310
24580165,24,340
24580166,24,225
24580167,24,205
24580168,24,220
24580169,24,340
24580170,24,170
24580171,24,260
24580172,24,255
24580173,24,295
24580174,24,265
24580175,24,250
24580176,24,235
24580177,24,210
24580178,24,210
24580179,24,255
24580180,24,205
24580181,24,250
24580182,24,190
24580183,24,205
24580184,24,215
24580185,24,235
24580186,24,250
24580187,24,285
24580188,24,145
24580189,24,120
24580190,24,205
24580191,24,235
24580192,24,295
24580193,24,255
24580194,24,190
24580195,24,295
24580196,24,225
24580197,24,200
24580198,24,275
24580199,24,500
24580200,24,200
24580201,24,155
24580202,24,225
24580203,24,125
24580204,24,300
24580205,24,260
24580206,24,195
24580207,24,275
24580208,24,515
24580209,24,250
24580210,24,170
24580211,24,325
24580212,24,350
24580213,24,285
24580214,24,430
24580215,24,270
24580216,24,345
24580217,24,205
24580218,24,240
24580219,24,230
24580220,24,235
24580221,24,230
24580222,24,130
24580223,24,145
24580224,24,170
24580225,24,170
24580226,24,265
24580229,24,260
24580232,24,330
24580234,24,370
24580235,24,275
24580237,24,270
24580238,24,520
24580239,24,255
24580240,24,130
24580241,24,75
24580242,24,250
24580243,24,270
24580244,24,315
24580246,24,285
24580247,24,300
24580248,24,200
24580249,24,250
24580250,24,280
24580251,24,210
24580252,24,145
24580253,24,215
24580254,24,315
24580255,24,100
24580256,24,185
24580257,24,300
24580258,24,210
24580259,24,125
24580260,24,190
24580261,24,215
24580262,24,425
24580263,24,230
24580264,24,265
24580265,24,385
24580266,24,220
24580267,24,275
24580268,24,190
24580269,24,615
24580271,24,515
24580273,24,205
24580274,24,450
24580275,24,365
24580276,24,240
24580277,24,1030
24580278,24,285
24580279,24,415
24580280,24,385
24580281,24,660
24580282,24,280
24580284,24,200
24580285,24,145
24580286,24,255
24580287,24,175
24580288,24,265
24580289,24,150
24580290,24,245
24580293,24,180
24580294,24,180
24580295,24,370
24580296,24,255
24580297,24,285
24580298,24,335
24580299,24,280
24580300,24,385
24580302,24,275
24580303,24,315
24580304,24,300
24580305,24,200
24580306,24,345
24580307,24,240
24580308,24,240
24580309,24,265
24580310,24,140
24580311,24,190
24580312,24,210
24580313,24,245
24580314,24,515
24580315,24,275
24580316,24,265
24580317,24,285
24580318,24,315
24580319,24,215
24580320,24,255
24580321,24,210
24580322,24,220
24580323,24,150
24580324,24,260
24580325,24,340
24580326,24,510
24580327,24,420
24580328,24,310
24580329,24,445
24580332,24,325
24580333,24,225
24580334,24,180
24580335,24,250
24580336,24,240
24580337,24,125
24580338,24,115
24580339,24,255
24580340,24,270
24580341,24,200
24580342,24,325
24580343,24,160
24580344,24,300
24580345,24,245
24580346,24,240
24580347,24,315
24580348,24,255
24580349,24,650
24580350,24,770
24580351,24,145
24580352,24,200
24580353,24,260
24580354,24,245
24580355,24,230
24580356,24,250
24580357,24,205
24580358,24,235
24580359,24,250
24580360,24,255
24580361,24,135
24580362,24,200
24580363,24,385
24580364,24,125
24580365,24,270
24580366,24,235
24580367,24,105
24580368,24,530
24580369,24,195
24580370,24,200
24580371,24,130
24580372,24,185
24580373,24,125
24580374,24,210
24580375,24,240
24580376,24,195
24580377,24,415
24580378,24,215
24580379,24,115
24580380,24,250
24580381,24,275
24580382,24,115
24580383,24,690
24580384,24,265
24580385,24,575
24580386,24,140
24580387,24,190
24580388,24,140
24580389,24,430
24580390,24,350
24580391,24,670
24580392,24,445
24580395,24,405
24580396,24,360
24580398,24,300
24580399,24,515
24580400,24,350
24580401,24,560
24580403,24,565
24580404,24,300
24580405,24,1800
24580406,24,440
24580408,24,255
24580409,24,170
24580410,24,240
24580411,24,80
24580412,24,190
24580413,24,310
24580414,24,180
24580415,24,95
24580416,24,405
24580417,24,210
24580419,24,330
24580420,24,110
24580421,24,230
24580422,24,500
24580423,24,315
24580424,24,310
24580428,24,270
24580429,24,795
24580430,24,270
24580431,24,185
24580432,24,550
24580433,24,395
24580434,24,265
24580435,24,545
24580436,24,410
24580437,24,440
24580440,24,240
24580441,24,370
24580442,24,390
24580443,24,260
24580444,24,360
24580445,24,275
24580446,24,245
24580447,24,175
24580448,24,255
24580449,24,270
24580450,24,325
24580451,24,285
24580452,24,195
24580453,24,165
24580454,24,225
24580455,24,240
24580457,24,675
24580458,24,385
24580459,24,195
24580460,24,240
24580461,24,180
24580462,24,160
24580463,24,310
24580464,24,225
24580465,24,595
24580466,24,405
24580467,24,895
24580468,24,340
24580469,24,140
24580470,24,305
24580471,24,210
24580472,24,290
24580473,24,280
24580474,24,260
24580475,24,285
24580476,24,320
24580477,24,225
24580478,24,160
24580479,24,180
24580480,24,135
24580481,24,230
24580482,24,270
24580483,24,310
24580484,24,285
24580485,24,325
24580486,24,210
24580487,24,245
24580488,24,220
24580489,24,370
24580490,24,180
24580491,24,350
24580492,24,275
24580493,24,465
24580494,24,335
24580495,24,150
24580496,24,240
24580497,24,290
24580498,24,190
24580499,24,205
24580500,24,215
24580501,24,270
24580502,24,280
24580503,24,800
24580504,24,250
24580505,24,300
24580506,24,290
24580508,24,205
24580509,24,265
24580511,24,350
24580512,24,330
24580513,24,215
24580514,24,400
24580515,24,255
24580516,24,290
24580517,24,435
24580518,24,285
24580519,24,135
24580520,24,205
24580521,24,210
24580522,24,185
24580523,24,135
24580526,24,420
24580527,24,295
24580528,24,220
24580529,24,220
24580530,24,240
24580531,24,150
24580532,24,450
24580533,24,120
24580534,24,180
24580535,24,260
24580536,24,305
24580537,24,155
24580538,24,240
24580539,24,335
24580540,24,305
24580541,24,315
24580542,24,245
24580543,24,175
24580544,24,90
24580545,24,165
24580546,24,275
24580547,24,300
24580548,24,315
24580549,24,210
24580550,24,210
24580551,24,165
24580552,24,380
24580553,24,225
24580554,24,250
24580555,24,220
24580556,24,315
24580557,24,200
24580558,24,455
24580559,24,265
24580560,24,350
24580561,24,155
24580562,24,210
24580563,24,200
24580564,24,255
24580565,24,260
24580566,24,375
24580567,24,265
24580568,24,380
24580569,24,175
24580570,24,385
24580571,24,310
24580572,24,225
24580573,24,160
24580574,24,230
24580575,24,220
24580576,24,265
24580577,24,275
24580578,24,230
24580579,24,75
24580580,24,155
24580581,24,160
24580582,24,275
24580583,24,160
24580584,24,155
24580585,24,200
24580586,24,205
24580587,24,155
24580588,24,200
24580589,24,245
24580590,24,200
24580591,24,220
24580592,24,220
24580593,24,190
24580594,24,300
24580595,24,485
24580596,24,175
24580597,24,255
24580598,24,210
24580599,24,230
24580600,24,195
24580601,24,370
24580602,24,480
24580603,24,275
24580604,24,375
24580607,24,455
24580608,24,435
24580609,24,195
24580611,24,190
24580612,24,320
24580613,24,280
24580614,24,260
24580615,24,280
24580616,24,490
24580617,24,350
24580618,24,180
24580619,24,205
24580620,24,205
24580621,24,160
24580622,24,290
24580623,24,280
24580624,24,280
24580625,24,380
24580626,24,150
24580627,24,225
24580628,24,190
24580629,24,145
24580630,24,205
24580631,24,200
24580632,24,295
24580633,24,215
24580634,24,105
24580635,24,150
24580636,24,275
24580637,24,245
24580638,24,280
24580639,24,320
24580640,24,250
24580641,24,170
24580642,24,170
24580643,24,190
24580645,24,305
24580646,24,225
24580647,24,230
24580648,24,330
24580650,24,165
24580651,24,350
24580652,24,505
24580653,24,350
24580654,24,410
24580655,24,260
24580656,24,335
24580657,24,260
24580658,24,175
24580659,24,205
24580660,24,270
24580661,24,220
24580662,24,475
24580663,24,300
24580664,24,225
24580665,24,390
24580666,24,500
24580667,24,240
24580668,24,295
24580669,24,225
24580670,24,260
24580671,24,255
24580672,24,300
24580673,24,265
24580674,24,210
24580675,24,335
24580676,24,305
24580678,24,615
24580679,24,650
24580680,24,825
24580682,24,725
24580683,24,450
24580684,24,400
24580685,24,530
24580686,24,395
24580687,24,1145
24580689,24,265
24580690,24,430
24580691,24,330
24580692,24,420
24580693,24,455
24580694,24,220
24580695,24,205
24580696,24,370
24580697,24,475
24580698,24,255
24580699,24,145
24580700,24,250
24580701,24,180
24580702,24,310
24580703,24,425
24580704,24,550
24580706,24,575
24580707,24,730
24580708,24,130
24580709,24,585
24580710,24,155
24580711,24,670
24580712,24,370
24580713,24,455
24580714,24,465
24580715,24,205
24580716,24,670
24580717,24,375
24580721,24,385
24580722,24,1590
24580724,24,185
24580727,24,160
24580728,24,245
24580730,24,215
24580731,24,630
24580732,24,360
24580733,24,220
24580734,24,305
24580735,24,330
24580736,24,575
24580737,24,170
24580738,24,785
24580739,24,885
24580740,24,3360
24580741,24,1295
24580742,24,355
24580743,24,230
24580744,24,295
2459,24,41600
24590012,24,990
24590013,24,250
24590014,24,180
24590015,24,290
24590016,24,250
24590017,24,195
24590018,24,365
24590019,24,475
24590020,24,200
24590021,24,205
24590022,24,215
24590023,24,300
24590024,24,435
24590025,24,245
24590026,24,455
24590027,24,305
24590097,24,305
24590098,24,280
24590099,24,300
24590100,24,265
24590101,24,270
24590102,24,235
24590103,24,175
24590104,24,305
24590107,24,295
24590109,24,360
24590110,24,260
24590111,24,330
24590112,24,270
24590113,24,225
24590114,24,275
24590115,24,335
24590116,24,220
24590122,24,285
24590123,24,190
24590124,24,280
24590125,24,235
24590126,24,285
24590127,24,505
24590128,24,260
24590129,24,325
24590130,24,275
24590131,24,155
24590132,24,185
24590133,24,270
24590134,24,290
24590135,24,280
24590136,24,380
24590137,24,250
24590138,24,610
24590139,24,300
24590140,24,1395
24590141,24,1070
24590142,24,775
24590143,24,205
24590144,24,180
24590145,24,295
24590146,24,270
24590147,24,340
24590148,24,235
24590149,24,305
24590150,24,360
24590151,24,225
24590152,24,300
24590153,24,240
24590154,24,320
24590155,24,240
24590156,24,460
24590157,24,230
24590158,24,365
24590159,24,425
24590160,24,385
24590161,24,220
24590162,24,390
24590163,24,355
24590164,24,795
24590165,24,315
24590166,24,195
24590167,24,335
24590168,24,215
24590169,24,405
24590170,24,350
24590171,24,730
24590172,24,375
24590173,24,200
24590174,24,235
24590175,24,185
24590176,24,350
24590177,24,215
24590178,24,285
24590179,24,195
24590180,24,365
24590181,24,635
24590182,24,190
24590183,24,395
24590184,24,275
24590185,24,340
24590186,24,290
24590187,24,220
24590188,24,590
24590189,24,350
24590190,24,275
24590191,24,305
24590192,24,350
24590193,24,395
24590194,24,225
24590195,24,310
24590197,24,340
24590198,24,325
24590199,24,275
24590200,24,205
24590201,24,325
24590202,24,260
24590203,24,170
24590204,24,365
24590205,24,310
24590207,24,425
24590208,24,290
24590209,24,170
24590210,24,435
24590211,24,240
24590212,24,385
24590213,24,210
24590214,24,210
24590215,24,490
24590216,24,265
2460,24,62920
24600014,24,1705
24600016,24,305
24600017,24,150
24600018,24,210
24600019,24,255
24600020,24,200
24600021,24,280
24600022,24,365
24600023,24,320
24600024,24,300
24600025,24,265
24600027,24,545
24600028,24,470
24600029,24,170
24600030,24,360
24600031,24,315
24600032,24,300
24600033,24,255
24600034,24,290
24600035,24,435
24600036,24,175
24600037,24,225
24600038,24,285
24600039,24,150
24600040,24,295
24600041,24,310
24600042,24,210
24600043,24,375
24600044,24,275
24600045,24,335
24600046,24,220
24600047,24,245
24600048,24,275
24600049,24,200
24600050,24,395
24600051,24,120
24600052,24,290
24600053,24,250
24600054,24,300
24600055,24,250
24600056,24,235
24600057,24,165
24600058,24,215
24600059,24,205
24600060,24,240
24600061,24,280
24600062,24,265
24600063,24,260
24600064,24,255
24600065,24,210
24600066,24,165
24600067,24,185
24600068,24,325
24600069,24,255
24600071,24,190
24600072,24,125
24600073,24,445
24600074,24,210
24600075,24,155
24600076,24,180
24600077,24,235
24600078,24,375
24600079,24,260
24600080,24,330
24600081,24,220
24600082,24,170
24600083,24,210
24600084,24,375
24600085,24,285
24600086,24,165
24600087,24,305
24600088,24,285
24600089,24,175
24600090,24,145
24600091,24,185
24600092,24,160
24600093,24,200
24600094,24,250
24600095,24,230
24600098,24,230
24600099,24,145
24600100,24,435
24600101,24,285
24600102,24,245
24600103,24,140
24600104,24,165
24600105,24,250
24600106,24,280
24600107,24,285
24600108,24,340
24600109,24,205
24600110,24,175
24600111,24,160
24600112,24,175
24600113,24,360
24600114,24,315
24600115,24,230
24600116,24,280
24600117,24,355
24600118,24,325
24600119,24,230
24600120,24,235
24600121,24,230
24600122,24,295
24600123,24,275
24600124,24,410
24600125,24,175
24600126,24,230
24600127,24,300
24600129,24,355
24600132,24,255
24600133,24,300
24600134,24,285
24600135,24,285
24600136,24,375
24600138,24,215
24600139,24,510
24600140,24,390
24600141,24,400
24600148,24,440
24600149,24,360
24600150,24,390
24600151,24,290
24600152,24,250
24600153,24,235
24600155,24,680
24600156,24,150
24600157,24,165
24600158,24,265
24600159,24,380
24600160,24,295
24600167,24,390
24600168,24,370
24600171,24,290
24600172,24,285
24600173,24,205
24600174,24,250
24600175,24,325
24600176,24,305
24600177,24,270
24600178,24,1865
24600179,24,300
24600180,24,250
24600181,24,260
24600182,24,275
24600183,24,385
24600184,24,275
24600185,24,210
24600186,24,225
24600187,24,210
24600188,24,190
24600189,24,225
24600190,24,280
24600191,24,195
24600192,24,100
24600193,24,250
24600194,24,245
24600195,24,185
24600196,24,355
24600197,24,200
24600198,24,395
24600199,24,255
24600200,24,375
24600201,24,245
24600202,24,250
24600203,24,510
24600204,24,210
24600205,24,315
24600206,24,215
24600207,24,290
24600208,24,300
24600209,24,355
24600210,24,285
24600211,24,225
24600212,24,265
24600213,24,225
24600214,24,315
24600215,24,235
24600216,24,315
24600217,24,220
24600218,24,290
24600219,24,200
24600220,24,315
24600221,24,245
24600222,24,620
24600223,24,290
24600224,24,450
24600225,24,215
24600226,24,955
24600227,24,580
24600228,24,730
24600229,24,270
24600230,24,445
24600231,24,260
24600232,24,855
24600234,24,1175
24600236,24,290
24600237,24,1180
24600238,24,1120
24600239,24,620
2461,24,29615
24610068,24,365
24610069,24,370
24610070,24,300
24610071,24,350
24610072,24,215
24610073,24,320
24610074,24,270
24610075,24,235
24610076,24,370
24610077,24,200
24610078,24,1215
24610079,24,315
24610080,24,100
24610081,24,260
24610082,24,320
24610083,24,290
24610084,24,200
24610085,24,350
24610086,24,265
24610087,24,290
24610088,24,195
24610089,24,495
24610090,24,25
24610091,24,30
24610092,24,225
24610093,24,185
24610094,24,115
24610095,24,195
24610096,24,120
24610097,24,240
24610098,24,225
24610099,24,250
24610100,24,100
24610101,24,205
24610102,24,185
24610103,24,140
24610104,24,230
24610105,24,265
24610106,24,170
24610107,24,105
24610108,24,330
24610109,24,115
24610110,24,280
24610111,24,195
24610112,24,250
24610113,24,150
24610114,24,335
24610115,24,90
24610116,24,865
24610117,24,415
24610118,24,810
24610119,24,530
24610120,24,950
24610121,24,275
24610122,24,160
24610123,24,360
24610124,24,285
24610125,24,290
24610126,24,220
24610127,24,385
24610128,24,220
24610129,24,250
24610130,24,480
24610131,24,230
24610132,24,255
24610133,24,295
24610134,24,335
24610136,24,380
24610137,24,170
24610138,24,265
24610139,24,355
24610140,24,240
24610141,24,365
24610142,24,335
24610143,24,535
24610144,24,240
24610145,24,295
24610146,24,255
24610147,24,455
24610148,24,515
24610149,24,385
24610150,24,235
24610151,24,290
24610152,24,290
24610153,24,225
24610154,24,680
24610155,24,345
24610156,24,315
24610157,24,405
24610158,24,550
24610159,24,295
24610160,24,320
24610161,24,370
24610162,24,260
24610163,24,290
24610234,24,320
2462,24,20365
24620105,24,125
24620106,24,190
24620107,24,100
24620111,24,250
24620112,24,90
24620113,24,190
24620114,24,175
24620115,24,185
24620116,24,275
24620117,24,75
24620118,24,135
24620119,24,215
24620120,24,185
24620121,24,235
24620122,24,150
24620123,24,275
24620124,24,315
24620125,24,270
24620126,24,265
24620127,24,240
24620128,24,220
24620129,24,255
24620130,24,85
24620131,24,195
24620132,24,190
24620133,24,195
24620134,24,275
24620135,24,560
24620136,24,180
24620137,24,265
24620138,24,210
24620139,24,195
24620140,24,195
24620141,24,270
24620142,24,305
24620143,24,365
24620144,24,320
24620145,24,205
24620146,24,310
24620147,24,190
