2001	0.002294
2002	0.001464
2003	0.001808
2004	4.693E-4
2005	0.002676
2006	0.002271
2007	0.001116
2008	-7.73E-4
2009	-6.002E-4
2010	0.004462
2011	-7.155E-4
2012	2.578E-4
2013	-0.001672
2014	-8.256E-4
2015	-7.767E-4
2016	0.002374
2017	-0.00108
2018	0.001651
2019	0.001592
2020	-4.044E-4
2021	-9.704E-4
2022	4.286E-4
2023	-0.003504
2024	-8.193E-4
2025	-6.92E-5
2026	-0.001634
2027	1.999E-4
2028	0.001837
2029	9.282E-5
2030	2.541E-4
2031	2.217E-4
2032	-4.915E-4
2033	-4.202E-4
2034	-0.001603
2035	0.002998
2036	0.002066
2037	-9.753E-4
2038	0.001598
2039	-2.905E-5
2040	-4.9E-4
2041	0.00127
2042	-4.991E-4
2043	-0.003688
2044	4.041E-4
2045	-2.251E-4
2046	-0.001444
2047	-6.009E-5
2048	-0.00169
2049	0.001191
2050	0.001567
2051	-0.001091
2052	-0.001978
2053	0.003823
2054	-0.001392
2055	-0.002095
2056	3.401E-4
2057	0.001991
2058	-5.968E-4
2059	-3.221E-4
2060	8.306E-4
2061	0.001302
2062	-0.001364
2063	-0.001349
2064	2.477E-4
2065	0.003326
2066	-4.204E-4
2067	0.002627
2068	0.004634
2069	0.001538
2070	-6.367E-4
2071	-0.001152
2072	4.99E-4
2073	0.001615
2074	-0.001131
2075	2.63E-4
2076	-0.003122
2077	2.508E-4
2078	-0.001123
2079	0.001112
2080	8.052E-5
2081	0.001904
2082	1.239E-4
2083	0.004382
2084	-0.002744
2085	-0.00207
2086	0.001478
2087	-0.003789
2088	-0.003403
2089	0.001355
2090	-9.259E-4
2091	-0.002233
2092	-0.001201
2093	-0.001121
2094	-0.001784
2095	0.003565
2096	0.004697
2097	0.002668
2098	-7.217E-4
2099	-3.309E-5
2100	-0.002804
2101	0.001138
2102	0.003244
2103	-5.704E-4
2104	-2.689E-4
2105	0.001487
2106	-0.001501
2107	0.001281
2108	-0.002263
2109	2.665E-4
2110	-0.002309
2111	-0.001105
2112	-0.001599
2113	-0.006699
2114	-0.001427
2115	9.719E-4
2116	-0.001588
2117	1.67E-5
2118	0.001705
2119	-0.005751
2120	0.001186
2121	-0.002519
2122	-0.004139
2123	0.002609
2124	0.002819
2125	-0.002741
2126	0.001759
2127	0.004148
2128	-0.00172
2129	0.001703
2130	0.001117
2131	0.002451
2132	0.001392
2133	0.001405
2134	-2.44E-4
2135	-6.437E-4
2136	5.73E-5
2137	9.885E-4
2138	0.001172
2139	-5.044E-4
2140	4.093E-4
2141	9.354E-4
2142	0.004829
2143	0.001401
2144	-0.002424
2145	0.004622
2146	-0.002991
2147	0.002463
2148	0.004919
2149	0.003408
2150	0.00291
2151	-0.001195
2152	-2.06E-4
2153	-0.001502
2154	-2.364E-4
2155	9.675E-4
2156	0.00181
2157	0.00178
2158	5.345E-4
2159	-0.003873
2160	0.004523
2161	0.004844
2162	-5.115E-4
2163	-0.001963
2164	-6.533E-4
2165	0.00121
2166	-0.001601
2167	-0.002809
2168	-0.002795
2169	0.001542
2170	-0.001511
2171	0.004169
2172	-7.258E-4
2173	-0.001296
2174	-4.233E-4
2175	0.003675
2176	5.532E-4
2177	-0.004848
2178	-0.006099
2179	-9.422E-4
2180	8.222E-4
2181	-0.002193
2182	0.001519
2183	0.001105
2184	-0.002466
2185	1.688E-4
2186	-0.003773
2187	-0.002802
2188	5.02E-4
2189	-3.925E-4
2190	-0.001626
2191	0.002552
2192	-0.003075
2193	-2.417E-4
2194	-0.001468
2195	2.406E-4
2196	0.001521
2197	0.002894
2198	4.633E-4
2199	0.001663
2200	8.294E-5
2201	-0.002876
2202	-0.002849
2203	0.001486
2204	-0.001819
2205	-9.778E-5
2206	3.515E-4
2207	-0.002107
2208	-0.001609
2209	-0.001265
2210	-0.00324
2211	0.001964
2212	-8.187E-4
2213	0.002433
2214	-0.001351
2215	-8.473E-4
2216	0.003289
2217	-4.302E-4
2218	5.123E-4
2219	3.2E-4
2220	-0.002372
2221	-4.492E-4
2222	-0.001417
2223	-0.001816
2224	-1.534E-4
2225	0.004073
2226	1.766E-4
2227	7.236E-4
2228	2.256E-4
2229	5.53E-4
2230	-1.394E-4
2231	-0.00159
2232	2.007E-4
2233	-5.244E-4
2234	2.657E-4
2235	0.003068
2236	6.581E-4
2237	-0.001605
2238	-9.248E-4
2239	7.505E-4
2240	-0.002087
2241	3.964E-4
2242	-2.349E-4
2243	-0.001318
2244	0.001676
2245	9.304E-4
2246	0.002036
2247	-0.004161
2248	0.001425
2249	0.001048
2250	-3.269E-4
2251	4.688E-4
2252	-0.001466
2253	-0.00188
2254	0.004777
2255	-0.001504
2256	0.0011
2257	-0.001741
2258	-6.33E-4
2259	-0.00174
2260	0.001276
2261	-0.001461
2262	8.021E-4
2263	-0.001907
2264	0.003625
2265	-0.002008
2266	-3.012E-4
2267	0.00278
2268	-3.342E-4
2269	5.066E-4
2270	0.001385
2271	2.781E-4
2272	4.779E-4
2273	-0.001294
2274	-1.6E-4
2275	-0.00235
2276	-2.768E-4
2277	-0.001997
2278	-5.652E-4
2279	7.765E-4
2280	-0.00329
2281	-7.082E-4
2282	-9.577E-4
2283	0.003255
2284	0.003713
2285	0.001423
2286	-0.001563
2287	5.517E-4
2288	-1.644E-5
2289	5.17E-4
2290	6.555E-4
2291	-0.001421
2292	-1.485E-4
2293	-0.001417
2294	0.006877
2295	0.003832
2296	-0.002786
2297	5.192E-5
2298	4.234E-4
2299	7.568E-5
2300	0.002122
2301	-0.00218
2302	5.097E-4
2303	-0.003364
2304	6.903E-4
2305	4.169E-4
2306	-8.006E-4
2307	-2.124E-4
2308	-0.001738
2309	0.001753
2310	-0.001304
2311	0.001924
2312	0.002266
2313	-6.064E-5
2314	0.001288
2315	-1.712E-5
2316	-0.002932
2317	-0.003042
2318	0.003639
2319	0.001079
2320	-0.002175
2321	0.001146
2322	-8.05E-5
2323	4.386E-4
2324	0.002206
2325	4.557E-4
2326	0.002088
2327	-9.162E-4
2328	0.002219
2329	2.067E-4
2330	1.941E-4
2331	0.001248
2332	-9.916E-4
2333	-2.773E-4
2334	3.567E-5
2335	-0.003389
2336	0.001895
2337	0.004179
2338	-4.043E-4
2339	-3.562E-4
2340	-0.00195
2341	-0.001649
2342	0.002244
2343	-0.003291
2344	-6.023E-4
2345	-2.318E-4
2346	-0.001026
2347	-0.001865
2348	0.002051
2349	-0.004572
2350	0.003629
2351	0.001519
2352	-0.001493
2353	0.003517
2354	0.001698
2355	-0.001447
2356	-2.604E-4
2357	0.002958
2358	-4.824E-4
2359	-1.317E-4
2360	-0.001454
2361	-0.001978
2362	0.001335
2363	-0.002536
2364	-0.001616
2365	0.003834
2366	-0.002373
2367	-1.216E-4
2368	-5.164E-4
2369	0.003287
2370	-0.001877
2371	5.237E-4
2372	0.00169
2373	-0.002927
2374	0.002361
2375	-0.001085
2376	7.825E-4
2377	-0.003486
2378	0.001229
2379	7.323E-4
2380	8.177E-4
2381	0.00325
2382	-0.002195
2383	8.058E-4
2384	7.206E-6
2385	0.001973
2386	-0.003027
2387	0.002511
2388	-0.0021
2389	-0.001188
2390	-0.003887
2391	0.001749
2392	2.992E-4
2393	-9.686E-4
2394	0.001454
2395	3.222E-4
2396	-0.002794
2397	0.001966
2398	8.403E-4
2399	-0.001169
2400	-0.002781
2401	0.003302
2402	2.8E-4
2403	7.74E-4
2404	-5.309E-5
2405	0.00195
2406	-0.001736
2407	-0.001242
2408	-7.074E-4
2409	-0.002854
2410	-7.683E-5
2411	-0.003339
2412	3.649E-5
2413	0.0021
2414	0.001712
2415	-6.733E-4
2416	0.003607
2417	-0.002778
2418	-0.001036
2419	0.001003
2420	-0.003091
2421	-0.003341
2422	-3.837E-4
2423	-9.371E-4
2424	-0.002996
2425	0.003912
2426	-0.003684
2427	0.004254
2428	-0.003194
2429	0.001014
2430	-2.946E-4
2431	0.001301
2432	8.539E-4
2433	-0.001667
2434	0.003464
2435	0.001605
2436	-0.004667
2437	0.00315
2438	-0.001868
2439	-0.002944
2440	2.495E-4
2441	-0.001096
2442	0.002003
2443	-2.599E-4
2444	-1.218E-5
2445	-0.002793
2446	0.003008
2447	6.504E-4
2448	0.002959
2449	-0.001241
2450	6.538E-4
2451	0.004316
2452	-0.002454
2453	-0.003183
2454	-5.224E-4
2455	-2.438E-4
2456	0.003693
2457	0.00237
2458	0.002683
2459	-0.001509
2460	-0.002029
2461	4.725E-4
2462	-0.002323
2463	-0.002083
2464	-3.106E-4
2465	9.608E-4
2466	0.003855
2467	-0.001912
2468	-4.438E-4
2469	-0.001709
2470	-0.001344
2471	4.752E-4
2472	0.003866
2473	-0.001074
2474	0.001393
2475	0.002617
2476	-1.756E-4
2477	-0.001654
2478	4.68E-4
2479	-0.002895
2480	-0.001427
2481	-0.001066
2482	0.003047
2483	-0.001796
2484	-0.002332
2485	0.001369
2486	-0.001736
2487	0.001856
2488	-7.35E-4
2489	8.475E-4
2490	6.1E-4
2491	8.822E-4
2492	0.003472
2493	0.003578
2494	-0.001161
2495	2.703E-4
2496	-5.156E-5
2497	-0.002117
2498	0.004963
2499	0.001614
2500	0.001462
2501	1.303E-4
2502	0.001247
2503	-7.318E-4
2504	-5.935E-6
2505	-0.001773
2506	2.383E-4
2507	7.609E-5
2508	5.402E-4
2509	1.982E-4
2510	0.0012
2511	-1.79E-4
2512	0.001055
2513	-5.313E-4
2514	0.00133
2515	0.002208
2516	-1.357E-4
2517	-0.00103
2518	-4.227E-4
2519	5.886E-4
2520	0.004818
2521	-0.001828
2522	0.001988
2523	9.666E-5
2524	9.704E-4
2525	0.003019
2526	2.894E-4
2527	0.003099
2528	0.004384
2529	0.001186
2530	2.455E-4
2531	4.247E-4
2532	0.001349
2533	0.001166
2534	-0.002332
2535	-0.004062
2536	-1.204E-4
2537	0.003601
2538	-0.002073
2539	0.001787
2540	-0.001075
2541	-0.00121
2542	0.003605
2543	9.136E-4
2544	-8.625E-4
2545	-4.584E-4
2546	-0.001293
2547	2.261E-4
2548	-0.002368
2549	0.001038
2550	-7.419E-4
2551	0.002857
2552	2.266E-4
2553	4.25E-5
2554	9.825E-4
2555	5.911E-4
2556	-0.001374
2557	0.003529
2558	1.704E-4
2559	0.002318
2560	-0.001016
2561	0.001586
2562	0.001701
2563	-3.586E-4
2564	-0.001063
2565	7.257E-4
2566	-0.002403
2567	1.482E-4
2568	6.383E-4
2569	-4.988E-4
2570	0.003315
2571	-0.001712
2572	-9.664E-4
2573	0.002444
2574	0.001901
2575	0.002297
2576	-0.001544
2577	-2.836E-4
2578	0.001387
2579	-4.362E-4
2580	3.838E-4
2581	0.001062
2582	-0.001396
2583	0.003657
2584	-0.002985
2585	0.001209
2586	-1.502E-4
2587	1.887E-4
2588	-0.004447
2589	8.182E-4
2590	-0.002249
2591	-5.376E-4
2592	0.003095
2593	-8.24E-5
2594	0.002388
2595	6.288E-5
2596	3.579E-4
2597	-0.002752
2598	7.094E-4
2599	0.004271
2600	0.002985
2601	0.002465
2602	5.707E-4
2603	0.003262
2604	0.003963
2605	0.00125
2606	-0.001138
2607	0.003419
2608	-0.00331
2609	-1.174E-4
2610	0.001721
2611	-0.002643
2612	0.001137
2613	-0.004597
2614	0.002724
2615	-6.106E-4
2616	0.001297
2617	-0.003025
2618	-0.001689
2619	-2.233E-4
2620	-7.2E-4
2621	0.001464
2622	0.001373
2623	0.001162
2624	-0.001045
2625	-0.001558
2626	9.221E-4
2627	-9.677E-4
2628	0.001414
2629	9.462E-4
2630	-0.001799
2631	-0.001304
2632	-0.002281
2633	4.228E-4
2634	-0.002829
2635	-0.002447
2636	0.001429
2637	0.003774
2638	-0.001125
2639	6.1E-4
2640	-4.525E-4
2641	7.692E-4
2642	-0.002127
2643	0.002024
2644	0.002042
2645	0.003928
2646	0.001026
2647	0.001373
2648	-0.003395
2649	0.001863
2650	-9.125E-4
2651	2.432E-4
2652	7.393E-4
2653	0.001515
2654	-0.0029
2655	-0.004134
