CTUID,PROV,Employed 
8250012,48,2250
8250013,48,2820
8250014,48,2615
8250015,48,1795
8250016,48,2390
8250017.01,48,2545
8250017.03,48,1875
8250017.04,48,2535
8250017.05,48,1785
8250017.06,48,2710
8250018,48,2815
8250019,48,2740
8250020,48,2800
8250021,48,2510
8250022,48,3575
8250023,48,2475
8250024,48,3900
8250025,48,3355
8250026,48,2355
8250027,48,4675
8250028,48,2060
8250029,48,3895
8250030,48,2910
8250031,48,6105
8250032,48,1495
8250033.01,48,1990
8250033.02,48,2965
8250034,48,2315
8250035.01,48,3115
8250035.02,48,1290
8250036.01,48,1775
8250036.02,48,1630
8250037,48,1760
8250038.02,48,2090
8250038.03,48,1930
8250038.04,48,3045
8250038.05,48,2770
8250038.06,48,3345
8250038.07,48,2410
8250038.08,48,2370
8250038.1,48,2680
8250038.11,48,3065
8250038.12,48,2580
8250038.13,48,2800
8250038.14,48,3010
8250038.15,48,3395
8250038.17,48,3125
8250038.18,48,3050
8250038.2,48,3575
8250038.21,48,2755
8250038.22,48,2440
8250038.23,48,2540
8250038.24,48,3080
8250038.25,48,2615
8250038.27,48,3150
8250038.28,48,2245
8250038.29,48,4230
8250038.3,48,2735
8250038.31,48,4250
8250038.32,48,3835
8250038.33,48,4130
8250038.34,48,3840
8250039,48,3290
8250040,48,3410
8250041,48,2840
8250042,48,1035
8250043,48,3070
8250044,48,4725
8250045,48,5430
8250046.01,48,4270
8250046.02,48,3005
8250047,48,2735
8250048,48,2725
8250049.01,48,2200
8250049.02,48,3430
8250049.03,48,4560
8250050.01,48,2055
8250050.06,48,3355
8250050.07,48,1565
8250050.08,48,3075
8250050.09,48,3190
8250050.1,48,2890
8250050.11,48,1965
8250050.12,48,3100
8250050.13,48,1500
8250050.14,48,2245
8250051,48,3065
8250052.01,48,2430
8250052.02,48,2180
8250052.03,48,1710
8250052.04,48,2245
8250052.06,48,2385
8250052.07,48,2370
8250052.09,48,3075
8250052.1,48,2560
8250052.11,48,2635
8250052.12,48,1930
8250053,48,2865
8250054,48,1885
8250055,48,1435
8250056,48,3240
8250057,48,3020
8250058,48,4260
8250059,48,4555
8250060,48,2950
8250061,48,1605
8250062,48,2985
8250063,48,2380
8250064,48,3385
8250065,48,1885
8250066.01,48,1615
8250066.02,48,2965
8250067,48,1010
8250068,48,1380
8250069,48,1195
8250070,48,1350
8250071,48,1900
8250072,48,3495
8250073,48,1125
8250074,48,1975
8250075.01,48,1675
8250075.02,48,2295
8250076.01,48,1455
8250076.02,48,1565
8250076.03,48,2315
8250076.04,48,2225
8250076.05,48,1725
8250076.06,48,2575
8250076.09,48,2655
8250076.12,48,4140
8250076.13,48,3865
8250076.14,48,3600
8250076.15,48,1360
8250076.16,48,3345
8250076.17,48,4930
8250076.18,48,4275
8250076.19,48,1980
8250076.2,48,2225
8250076.21,48,2290
8250076.22,48,2610
8250076.23,48,2515
8250076.24,48,3260
8250077.01,48,1260
8250077.02,48,3115
8250077.03,48,1735
8250077.04,48,3095
8250077.05,48,2625
8250077.06,48,2285
8250077.13,48,2150
8250077.14,48,2415
8250077.16,48,3645
8250077.17,48,2740
8250077.19,48,3035
8250077.2,48,3055
8250077.21,48,2970
8250077.22,48,2660
8250077.23,48,3275
8250077.24,48,2615
8250077.25,48,3055
8250077.26,48,3070
8250077.27,48,2400
8250077.28,48,1800
8250077.29,48,2365
8250077.3,48,2690
8250077.31,48,2025
8250077.32,48,2320
8250200.02,48,520
8250200.03,48,1405
8250200.05,48,2095
8250200.06,48,2865
8250201.01,48,3190
8250201.02,48,2205
8250202,48,3760
8250203,48,2115
8250204.01,48,3345
8250204.04,48,5035
8250204.05,48,3715
8250205.01,48,3800
8250205.02,48,1835
8250205.03,48,4210
8250206.02,48,1980
8250206.03,48,7555
8250206.04,48,5140
8250206.05,48,3335
8250207.01,48,2915
8250207.02,48,3375
8300000,48,49740
8300001.01,48,1135
8300001.02,48,4000
8300001.03,48,3395
8300001.04,48,3545
8300002,48,1360
8300003,48,2805
8300005,48,1400
8300006,48,2175
8300007,48,1775
8300008.01,48,2095
8300008.02,48,1965
8300008.03,48,2090
8300009,48,2240
8300010,48,2045
8300012,48,3015
8300013,48,2240
8300014,48,920
8300015,48,1750
8300016.01,48,2040
8300016.02,48,2330
8300016.03,48,2180
8350000,48,645810
8350001.02,48,1560
8350001.03,48,2580
8350001.04,48,730
8350001.05,48,3050
8350001.06,48,2400
8350001.07,48,2670
8350002.01,48,1960
8350002.02,48,1960
8350002.03,48,1460
8350002.04,48,2405
8350002.05,48,1350
8350003,48,2490
8350004.01,48,590
8350004.02,48,2370
8350005.01,48,1040
8350005.02,48,2315
8350005.05,48,2370
8350005.07,48,2375
8350005.08,48,1545
8350005.09,48,2050
8350005.1,48,2370
8350005.11,48,2335
8350006.03,48,2135
8350006.04,48,1400
8350006.05,48,3320
8350006.06,48,3265
8350006.08,48,3745
8350006.09,48,3160
8350006.11,48,1710
8350006.13,48,2795
8350006.14,48,1020
8350006.15,48,2540
8350006.16,48,1200
8350006.17,48,3610
8350006.18,48,1860
8350007.01,48,1920
8350007.02,48,3805
8350008.01,48,860
8350008.02,48,1500
8350009,48,2435
8350010,48,2165
8350011,48,3530
8350012.01,48,2575
8350012.02,48,1550
8350013,48,2735
8350014,48,2725
8350015.02,48,1835
8350016.02,48,1670
8350017,48,2075
8350018,48,35
8350019.01,48,75
8350019.02,48,1905
8350020,48,3770
8350021,48,4115
8350022,48,3345
8350023,48,2795
8350024.01,48,740
8350024.02,48,1405
8350025,48,1960
8350026.01,48,1780
8350026.02,48,1500
8350027,48,3595
8350028,48,3735
8350029,48,3435
8350030,48,3325
8350031,48,3450
8350032.01,48,3420
8350032.02,48,3175
8350033.01,48,3160
8350033.02,48,3160
8350034,48,3775
8350035,48,2170
8350036,48,1885
8350037,48,2135
8350038,48,1720
8350039,48,2880
8350040,48,2265
8350041,48,1930
8350042.01,48,1495
8350042.02,48,1695
8350043,48,1735
8350044,48,3120
8350045,48,810
8350046,48,2925
8350047,48,4145
8350048,48,2235
8350049,48,2100
8350050,48,2240
8350051.01,48,1100
8350052.02,48,1250
8350053,48,3395
8350054,48,1600
8350055,48,1800
8350056,48,1875
8350057,48,1270
8350058,48,2880
8350059,48,3365
8350060.01,48,1245
8350060.02,48,1770
8350061,48,1790
8350062,48,1620
8350063,48,2315
8350064.01,48,1125
8350065.01,48,1570
8350065.02,48,1740
8350066.01,48,1300
8350066.02,48,770
8350067.01,48,850
8350067.02,48,1320
8350068.01,48,760
8350068.02,48,1395
8350069,48,1460
8350070,48,2155
8350071,48,1685
8350072,48,1715
8350073,48,2280
8350075.01,48,1010
8350075.02,48,3110
8350075.03,48,1190
8350075.04,48,1040
8350075.05,48,1845
8350075.07,48,2690
8350075.08,48,2920
8350075.09,48,1815
8350075.1,48,3665
8350075.11,48,3695
8350075.12,48,3235
8350076.02,48,2860
8350077.01,48,1375
8350077.02,48,2445
8350078.01,48,1500
8350078.02,48,2170
8350078.03,48,1405
8350078.05,48,1825
8350078.06,48,2615
8350078.07,48,2885
8350078.08,48,2195
8350078.09,48,2565
8350078.12,48,4155
8350078.14,48,3685
8350078.15,48,1205
8350078.16,48,2230
8350078.17,48,3615
8350079.02,48,8955
8350079.03,48,1715
8350079.04,48,4355
8350090.01,48,2855
8350090.02,48,1620
8350090.03,48,1085
8350090.04,48,2895
8350090.05,48,2220
8350090.06,48,2630
8350090.08,48,1950
8350090.09,48,3040
8350090.11,48,1750
8350090.12,48,2520
8350090.13,48,2170
8350090.15,48,3480
8350090.16,48,1715
8350090.17,48,1755
8350090.18,48,1745
8350090.19,48,1955
8350090.2,48,2190
8350090.21,48,4225
8350090.22,48,2375
8350100,48,2150
8350101.01,48,2930
8350101.02,48,3280
8350102,48,2710
8350103,48,4010
8350104.02,48,3580
8350104.1,48,1075
8350104.12,48,4695
8350104.13,48,2945
8350104.15,48,1835
8350104.16,48,2785
8350104.17,48,1790
8350104.18,48,3745
8350104.19,48,3100
8350104.2,48,3010
8350104.21,48,5800
8350104.22,48,4460
8350104.23,48,11085
8350104.24,48,11005
8350104.25,48,3685
8350104.26,48,10330
8350104.27,48,2685
8350105.03,48,2410
8350105.04,48,2435
8350105.05,48,2625
8350105.06,48,2920
8350106.01,48,4530
8350106.02,48,2515
8350110.01,48,2430
8350110.02,48,2405
8350111,48,1005
8350120.01,48,4270
8350120.02,48,2470
8350120.03,48,1130
8350120.05,48,3930
8350120.06,48,6070
8350121.02,48,2570
8350121.03,48,1340
8350121.04,48,3610
8350121.06,48,3675
8350121.07,48,4185
8350121.08,48,3605
8350121.09,48,5305
8350140.03,48,5800
8350140.04,48,2815
8350140.05,48,4680
8350140.06,48,5345
8350141,48,3715
8350142.01,48,3770
8350142.03,48,4845
8350142.04,48,3145
8350150,48,4955
8350151.01,48,4225
8350151.02,48,2970
8350152,48,4205
8350153,48,6015
8350154,48,3605
8350155,48,3090
8350156,48,3480
8350160.01,48,3365
8350160.02,48,1725
8350161.01,48,2525
8350161.02,48,4165
8350162.01,48,1395
8350162.02,48,6305
8350163.03,48,1390
8350163.05,48,2975
8350163.06,48,3485
8350164.01,48,315
8350164.02,48,5815
8350165.01,48,1560
8350165.02,48,3675
8350200,48,645
9150000,59,88740
9150001,59,4490
9150002,59,3050
9150003.01,59,2470
9150003.02,59,1550
9150004,59,2925
9150005,59,2090
9150006,59,2745
9150007,59,3650
9150008,59,1925
9150009.01,59,1405
9150009.02,59,2070
9150009.03,59,1255
9150010.01,59,1465
9150010.02,59,1565
9150010.03,59,1360
9150011,59,1880
9150012,59,1070
9150013,59,500
9150014,59,1680
9150015,59,2730
9150016,59,1820
9150017,59,2895
9150018,59,1690
9150019.01,59,3515
9150019.02,59,2420
9150019.03,59,2615
9150019.04,59,2155
9150100,59,3770
9150101,59,2545
9150102.01,59,735
9150102.04,59,2160
9150102.05,59,3760
9150102.06,59,1590
9150103,59,2190
9150104,59,4390
9150105.01,59,4015
9150105.02,59,2290
9150105.03,59,2310
9250000,59,48570
9250001,59,520
9250002,59,1250
9250003,59,1340
9250004,59,3830
9250005.01,59,2900
9250005.02,59,1970
9250006.01,59,3100
9250006.02,59,2255
9250007,59,855
9250008,59,1600
9250009,59,1530
9250010,59,2445
9250011,59,575
9250012,59,1960
9250013,59,1600
9250014,59,1120
9250015,59,2015
9250016,59,1825
9250017,59,2065
9250018,59,2800
9250019,59,2025
9250020,59,1875
9250021,59,2330
9250022,59,235
9250100,59,2160
9250101,59,725
9250110,59,685
9250200,59,980
9300000,59,41725
9300001,59,1905
9300002,59,1605
9300003,59,570
9300004,59,745
9300005,59,755
9300006,59,1005
9300007,59,1970
9300008,59,2095
9300009,59,55
9300010,59,910
9300011,59,1460
9300012,59,115
9300013,59,765
9300014,59,1515
9300015,59,1645
9300016,59,5285
9300017.01,59,2210
9300017.02,59,2990
9300018,59,2535
9300019,59,1795
9300020,59,1830
9300021,59,540
9300022,59,520
9300023,59,1790
9300024,59,565
9300025,59,1565
9300026,59,55
9300028,59,2230
9300030,59,175
9300031,59,535
9320000,59,82430
9320001,59,1370
9320002,59,570
9320003,59,3165
9320004,59,3030
9320005.01,59,1460
9320005.02,59,2385
9320006,59,1870
9320007.01,59,1495
9320007.02,59,2030
9320008.01,59,3775
9320008.03,59,2100
9320008.04,59,2925
9320009.01,59,3285
9320009.02,59,2840
9320010,59,35
9320011,59,3640
9320012.01,59,3030
9320012.02,59,2455
9320013,59,1580
9320014,59,4410
9320100,59,1805
9320101,59,1325
9320103,59,720
9320104,59,2545
9320105,59,2285
9320106.03,59,55
9320106.04,59,2190
9320106.05,59,1820
9320106.06,59,2035
9320200,59,1955
9320201.01,59,2115
9320201.02,59,2360
9320202,59,3135
9320203,59,1245
9320204,59,1470
9320205,59,3085
9320206,59,1650
9320207,59,835
9330000,59,1182390
9330001.01,59,3040
9330001.02,59,2135
9330002.01,59,3060
9330002.03,59,1760
9330002.04,59,2090
9330003.01,59,1745
9330003.02,59,2145
9330004.01,59,2050
9330004.02,59,2840
9330005,59,4295
9330006.01,59,2235
9330006.02,59,2520
9330007.01,59,2440
9330007.02,59,1550
9330008.01,59,710
9330008.02,59,2090
9330009,59,3435
9330010.01,59,2070
9330010.02,59,1800
9330011,59,3110
9330012,59,3905
9330013.01,59,2995
9330013.03,59,2350
9330013.04,59,1660
9330014.01,59,1615
9330014.02,59,2730
9330015.01,59,2410
9330015.02,59,2660
9330016.01,59,2415
9330016.04,59,3670
9330016.05,59,2515
9330016.06,59,2690
9330017.01,59,3100
9330017.02,59,3125
9330018.01,59,3295
9330018.02,59,3630
9330019,59,2455
9330020,59,1005
9330021,59,2005
9330022,59,1240
9330023,59,1930
9330024,59,2745
9330025,59,3595
9330026,59,2160
9330027.01,59,1585
9330027.02,59,1485
9330028,59,1625
9330029,59,3585
9330030,59,3455
9330031.01,59,3485
9330031.02,59,2715
9330032,59,4690
9330033.01,59,2520
9330033.02,59,1475
9330034.01,59,2330
9330034.02,59,3650
9330035.01,59,2110
9330035.02,59,3440
9330036.01,59,2810
9330036.02,59,3035
9330037.01,59,3105
9330037.02,59,2080
9330038,59,3605
9330039.01,59,4110
9330039.02,59,3245
9330040.01,59,2875
9330040.02,59,3060
9330041.01,59,2875
9330041.02,59,4145
9330042,59,3465
9330043.01,59,1940
9330043.02,59,2255
9330044,59,2220
9330045.01,59,3070
9330045.02,59,3400
9330046,59,3435
9330047.01,59,2285
9330047.02,59,2840
9330048,59,5285
9330049.01,59,5780
9330049.02,59,3075
9330050.02,59,3270
9330050.03,59,3365
9330050.04,59,1970
9330051.01,59,1815
9330051.02,59,2240
9330052.01,59,2750
9330052.02,59,3150
9330053.01,59,3370
9330053.02,59,1645
9330054.01,59,2355
9330054.02,59,2185
9330055.01,59,2915
9330055.02,59,2495
9330056.01,59,2060
9330056.02,59,2715
9330057.01,59,775
9330057.02,59,2060
9330058,59,550
9330059.06,59,2620
9330059.07,59,3065
9330059.08,59,3925
9330059.09,59,3315
9330059.1,59,3305
9330059.11,59,4065
9330059.12,59,8425
9330060.01,59,2245
9330060.02,59,3775
9330061,59,3380
9330062,59,2000
9330063,59,2285
9330064,59,3105
9330065,59,4065
9330066,59,4710
9330067.01,59,2230
9330067.02,59,2460
9330068,59,3325
9330069,59,4740
9330100.01,59,2140
9330100.02,59,4295
9330101.03,59,3390
9330101.04,59,1960
9330101.05,59,2770
9330101.06,59,2355
9330102,59,2950
9330103,59,3865
9330104,59,4120
9330110.02,59,1730
9330110.03,59,1775
9330110.04,59,2450
9330111.01,59,3290
9330111.02,59,3665
9330111.03,59,2385
9330112,59,1345
9330113,59,3870
9330114.01,59,1560
9330114.02,59,2820
9330115,59,2860
9330116,59,2890
9330117,59,2860
9330118,59,4030
9330119,59,1080
9330120,59,1665
9330121,59,2215
9330122,59,2220
9330130.01,59,1445
9330130.03,59,1605
9330130.04,59,1110
9330131,59,2915
9330132,59,1715
9330133.01,59,1810
9330133.02,59,2995
9330134,59,3135
9330135,59,2320
9330140.02,59,4015
9330140.03,59,2360
9330140.04,59,2830
9330141.01,59,4230
9330141.02,59,390
9330142.01,59,3230
9330142.02,59,2475
9330142.03,59,2925
9330143.01,59,2700
9330143.02,59,1915
9330143.03,59,2020
9330143.04,59,2590
9330144.03,59,1450
9330144.04,59,2520
9330144.05,59,1195
9330144.06,59,2550
9330145.01,59,2140
9330145.02,59,1475
9330146,59,3460
9330147.01,59,4715
9330147.04,59,2925
9330147.05,59,2280
9330147.07,59,2595
9330147.08,59,3425
9330147.09,59,1960
9330147.1,59,2095
9330148,59,3665
9330149.02,59,2475
9330149.05,59,905
9330149.06,59,2240
9330149.07,59,1225
9330149.08,59,2360
9330149.09,59,1430
9330150,59,435
9330151.03,59,1510
9330151.05,59,1815
9330151.06,59,2830
9330151.07,59,1535
9330151.08,59,3960
9330160.01,59,2545
9330160.02,59,3350
9330160.03,59,2815
9330160.04,59,2015
9330161.01,59,1465
9330161.02,59,3030
9330161.03,59,3555
9330161.05,59,3075
9330161.06,59,2050
9330162.01,59,2930
9330162.02,59,3290
9330162.03,59,3600
9330162.04,59,2955
9330163.01,59,2740
9330163.04,59,2785
9330163.05,59,2635
9330163.06,59,2005
9330163.07,59,2270
9330163.08,59,1810
9330170.03,59,1565
9330170.04,59,2635
9330170.05,59,1180
9330170.07,59,1970
9330170.08,59,1995
9330180.01,59,3310
9330180.02,59,6220
9330181.03,59,2550
9330181.05,59,3290
9330181.06,59,2160
9330181.07,59,1855
9330181.08,59,1310
9330181.09,59,2855
9330181.1,59,2140
9330181.11,59,980
9330181.12,59,1250
9330181.13,59,1250
9330181.14,59,1745
9330182.01,59,2090
9330182.02,59,3075
9330182.03,59,2015
9330182.04,59,945
9330182.05,59,3205
9330182.06,59,640
9330183.01,59,3240
9330183.03,59,3265
9330183.04,59,8525
9330183.05,59,5100
9330183.06,59,1255
9330183.07,59,3475
9330184.02,59,3540
9330184.06,59,4510
9330184.07,59,2220
9330184.08,59,2335
9330184.09,59,2465
9330184.1,59,2580
9330184.11,59,4445
9330184.12,59,1805
9330184.13,59,1880
9330184.14,59,3455
9330184.15,59,1530
9330184.16,59,2740
9330185.05,59,2495
9330185.07,59,3645
9330185.08,59,740
9330185.09,59,2430
9330185.1,59,2465
9330185.11,59,3500
9330185.12,59,3175
9330185.15,59,3060
9330185.16,59,2275
9330185.17,59,1785
9330185.18,59,2480
9330185.19,59,2635
9330185.2,59,2050
9330185.21,59,1535
9330185.22,59,1705
9330186.01,59,3760
9330186.02,59,2355
9330186.05,59,3140
9330186.06,59,1825
9330186.07,59,2635
9330186.08,59,3050
9330187.03,59,3555
9330187.04,59,575
9330187.05,59,3230
9330187.06,59,3335
9330187.07,59,1140
9330187.11,59,2595
9330187.12,59,2025
9330187.13,59,1770
9330187.14,59,1620
9330187.15,59,1785
9330187.16,59,1520
9330188.01,59,1605
9330188.02,59,1245
9330188.04,59,1990
9330188.05,59,1275
9330188.06,59,575
9330188.07,59,2170
9330188.08,59,1940
9330189.03,59,1690
9330189.05,59,3575
9330189.06,59,1465
9330189.07,59,1405
9330189.08,59,3035
9330189.09,59,2005
9330189.1,59,3375
9330190.01,59,3255
9330190.03,59,2900
9330190.04,59,3130
9330190.05,59,895
9330191.03,59,2300
9330191.04,59,2755
9330191.05,59,1695
9330191.06,59,1175
9330191.07,59,1855
9330192,59,1780
9330200,59,3930
9330201,59,955
9330202,59,5070
9330203,59,2440
9330204.01,59,2365
9330204.02,59,2940
9330205.01,59,2430
9330205.02,59,2250
9330206,59,1660
9330207,59,1320
9330208,59,3120
9330209,59,4605
9330210,59,3160
9330220,59,520
9330221.01,59,825
9330221.03,59,1785
9330221.04,59,2330
9330222.01,59,3800
9330222.02,59,3115
9330223.01,59,3405
9330223.02,59,2245
9330224.01,59,3110
9330224.02,59,1965
9330225.01,59,2755
9330225.02,59,2780
9330226.02,59,2100
9330226.03,59,2765
9330226.04,59,1225
9330227.01,59,2085
9330227.02,59,2550
9330228.02,59,1700
9330228.03,59,2195
9330228.04,59,2505
9330229,59,3500
9330230.01,59,2750
9330230.02,59,2420
9330231,59,2015
9330232,59,1770
9330233,59,3740
9330234,59,3340
9330235.02,59,2685
9330235.03,59,1905
9330235.04,59,3500
9330236,59,1885
9330237,59,3725
9330238.01,59,1870
9330238.02,59,3430
9330239,59,5480
9330240.01,59,4215
9330240.02,59,2715
9330241,59,4100
9330242,59,3550
9330243.01,59,3040
9330243.02,59,3965
9330250.02,59,2295
9330251,59,60
9330260.04,59,2090
9330260.05,59,2145
9330260.06,59,2055
9330260.07,59,2690
9330260.08,59,3660
9330260.09,59,2725
9330260.1,59,2415
9330280,59,1810
9330281.01,59,3435
9330281.02,59,3620
9330282.01,59,2155
9330282.02,59,2245
9330283,59,4030
9330284.01,59,3375
9330284.02,59,3440
9330285.01,59,1690
9330285.02,59,2835
9330286.01,59,2800
9330286.02,59,4160
9330286.03,59,2250
9330287.01,59,3855
9330287.02,59,3225
9330287.06,59,1915
9330287.09,59,1725
9330287.1,59,1445
9330287.11,59,2830
9330287.12,59,1820
9330287.13,59,4060
9330287.14,59,2255
9330287.15,59,1965
9330287.16,59,1765
9330290.02,59,4290
9330290.03,59,3195
9330290.04,59,4040
9330290.05,59,1905
9330291.01,59,3855
9330291.02,59,4465
9330292.01,59,3030
9330292.03,59,3245
9330292.04,59,2355
9330400.02,59,2315
9330400.04,59,3160
9330400.05,59,3475
9330400.06,59,2180
9330401.01,59,1245
9330401.02,59,3565
9330402.02,59,2675
9330402.03,59,2265
9330402.04,59,2085
9330403.01,59,2555
9330403.03,59,3005
9330403.04,59,2605
9330403.05,59,2385
9330404.01,59,3345
9330404.02,59,2640
9330410.02,59,3350
9330410.04,59,850
9330410.05,59,2970
9330410.06,59,2610
9330500,59,3185
9330501.01,59,1470
9330501.02,59,2960
9330501.03,59,1805
9330502.01,59,1310
9330502.02,59,1910
9330502.03,59,2730
9330502.05,59,1630
9330502.06,59,1625
9330502.07,59,2675
9330503.01,59,1495
9330503.03,59,3870
9330503.06,59,2315
9330503.07,59,1530
9330503.08,59,2150
9330503.09,59,1230
9330504.03,59,3600
9330504.05,59,3870
9330504.06,59,960
9330504.07,59,1580
9330504.08,59,2135
9330504.09,59,2390
9330504.1,59,2125
9330504.11,59,2460
9330504.12,59,2100
9330504.13,59,1785
9330505.01,59,1865
9330505.02,59,3065
9330506.01,59,2185
9330506.02,59,3610
9350000,59,178485
9350001,59,1575
9350002,59,1920
9350003.01,59,2890
9350003.02,59,2720
9350004,59,3290
9350005,59,2060
9350006,59,1360
9350007,59,3320
9350008,59,1950
9350009,59,2160
9350010,59,4320
9350011,59,3850
9350012,59,2850
9350013.01,59,2380
9350013.02,59,2130
9350014.01,59,2630
9350014.02,59,2150
9350100,59,1850
9350101,59,1335
9350102,59,2325
9350103,59,1090
9350104,59,1455
9350110,59,3340
9350111.01,59,2330
9350111.02,59,3155
9350120,59,1750
9350121.01,59,2565
9350121.02,59,1660
9350121.03,59,1575
9350121.04,59,2080
9350122,59,1790
9350123.01,59,1365
9350123.02,59,1475
9350124,59,2300
9350125.01,59,2810
9350125.02,59,2470
9350126,59,4255
9350127,59,2740
9350128,59,2345
9350129.01,59,3140
9350129.02,59,3500
9350130.01,59,1750
9350130.02,59,3765
9350131,59,2500
9350132.01,59,1680
9350132.03,59,2975
9350132.04,59,2105
9350133,59,3880
9350150.01,59,2565
9350150.02,59,3120
9350151.02,59,4280
9350151.03,59,4985
9350151.04,59,4250
9350152,59,3110
9350153,59,805
9350154.01,59,4625
9350154.02,59,3000
9350155.01,59,1230
9350155.02,59,2505
9350156.01,59,1340
9350156.03,59,4520
9350156.04,59,2220
9350160.02,59,2725
9350160.03,59,2210
9350160.04,59,2810
9350160.05,59,1405
9350170,59,2035
9350171,59,2435
9350180.01,59,2730
9350180.02,59,2655
9380000,59,45915
9380001.01,59,1860
9380001.02,59,835
9380002,59,3075
9380003,59,2605
9380004,59,1455
9380005,59,4035
9380006,59,3130
9380007,59,2105
9380008,59,2240
9380009,59,2550
9380010,59,1415
9380011,59,2405
9380012,59,1315
9380013,59,2180
9380014,59,2825
9380015,59,1930
9380016,59,3035
9380017,59,2920
9380019,59,3560
9380020,59,445
9700000,59,42325
9700001,59,95
9700002,59,2895
9700003,59,3950
9700004,59,1325
9700005,59,3455
9700006,59,990
9700007,59,705
9700008,59,1705
9700010,59,480
9700011,59,1210
9700012,59,55
9700013,59,710
9700014,59,2035
9700015,59,2135
9700016,59,3445
9700017,59,2220
9700018,59,50
9700019,59,1000
9700020,59,2975
9700021,59,1210
9700022,59,1385
9700023,59,1880
9700100,59,540
9700101,59,2115
9700102,59,1890
9700103,59,1765
