,COVs_POP,COVs_EMP,empdense_CT11,CTUID
325,0.360558153,0.367928288,42286.02153,4986
326,0.406563334,0.424733549,12374.57155,2100
327,0.433634075,0.372518642,3121.004926,3983
328,0.526797318,0.503832555,2675.376376,1640
329,NA,NA,38.03769828,4015
330,0.007329176,0.135960601,53476.50663,2105
331,1.014186661,1.061476305,42.37144786,422
332,0.35991141,0.313699005,4477.505747,4749
333,0.463655924,0.593005689,1614.56019,3619
334,0.17386643,0.320976655,2521.209797,3573
335,NA,NA,244.3958259,4544
336,0.495177821,0.456397464,2298.67081,5293
337,0.871553593,0.845150993,438.4508595,17
338,0.352460936,0.478364803,5092.494709,943
339,1.481604914,1.537546922,5.433368363,4806
340,0.446325529,0.623097379,5214.659276,4495
341,0.764497394,NA,765.7279523,5387
342,0.417906225,0.404666098,7624.633431,2801
343,0.477051125,0.488472595,1966.847575,577
344,0.465719272,0.373785024,3730.63667,4785
345,0.496770297,0.529746068,2693.653207,3270
346,0.365696193,0.34064386,5349.958859,4968
347,1.190820529,1.060081316,287.9716374,1874
348,0.727151786,0.620238451,2407.918005,2285
349,1.283865061,1.386739953,77.10087159,1746
350,0.404391854,0.387803008,16793.23992,669
351,0.258336824,0.302217966,5310.81706,4099
352,0.984074989,0.966891365,172.9193158,2852
353,0.56850065,0.686049157,996.5417718,65
354,0.209872516,0.233106731,3421.948577,4393
355,0.398498657,0.541645937,17334.43103,1032
356,0.341920925,0.356840209,6123.378525,3054
357,0.646100355,0.796188566,2275.12906,402
358,0.237034988,0.374110368,7408.123168,285
359,0.78432753,0.771081011,1223.990441,3427
360,0.976659649,1.038524814,11486.28372,2141
361,0.34770192,0.349108927,5360.296715,4938
362,0.696835737,0.82498834,2048.950078,4535
363,0.147484514,0.133531909,126.0202738,5313
364,0.576780381,0.518880885,3410.219213,2683
365,0.377143502,0.479755431,1254.389833,3691
366,0.282087605,0.324119648,8127.479516,2927
367,0.83311637,0.982672193,715.5728475,3493
368,NA,NA,30.10631065,4834
369,0.62079116,0.718646015,2315.724744,2826
370,0.635479866,0.499970021,756.0162742,10
371,0.787028535,0.861163693,564.0349873,3034
372,0.368624715,0.436546946,1677.596769,5379
373,0.183324639,0.223058578,3414.860977,1161
374,0.220774737,0.237152576,22292.41877,792
375,0.534489793,0.627299921,4030.723741,3969
376,0.582239533,0.49655248,890.1106635,3651
377,0.497736454,0.470285532,2468.859383,4681
378,0.266242359,0.306740961,2961.374615,2556
379,1.080775328,1.097782509,168.4849595,1444
380,0.290983739,0.451250272,3375.212921,333
381,0.686931257,0.554378104,5201.022132,3126
382,0.137405713,0.120105237,24796.60788,783
383,0.829970956,0.865419015,3985.771548,284
384,0.170037567,0.25725666,4740.834387,2240
385,0.485954379,0.533592919,11883.19301,635
386,0.505684826,0.50955873,3256.858069,4886
387,0.627117958,0.390682323,2433.178642,1584
388,0.782728711,NA,3031.414253,2459
389,0.357922487,0.437260403,3079.643808,4797
390,1.037725307,0.985811931,1081.209896,338
391,0.869514969,0.739847868,965.3263008,182
392,0.19468867,0.270067476,3390.949822,4612
393,0.295573235,0.489858148,3539.369069,1923
394,0.275808098,0.290178011,5651.225761,1198
395,0.789932047,0.884751844,3772.605259,4384
396,1.243745892,1.268296724,9079.608053,2426
397,0.364121735,0.429379442,9285.663991,1602
398,0.523947334,0.488600151,27.17388367,1836
399,0.553599915,0.713860633,1406.742694,5414
400,0.421271546,0.337315042,4200.611873,4433
401,0.285389829,0.350502594,4587.045047,3424
402,0.551184906,0.531338218,1000.521158,226
403,1.352118673,1.393475478,92.87928839,586
404,0.795844044,0.788960324,1063.855478,4706
405,0.181137399,0.219050553,5704.422403,2182
406,0.393922093,0.429796054,14785.006,723
407,0.360164821,0.429626326,6147.161359,4663
408,0.214908373,0.266062883,5222.758892,4238
409,0.480669419,0.509446158,4060.508859,1421
410,0.423110883,0.438215295,6689.288625,896
411,0.487299092,0.570770347,3952.564155,4063
412,0.35480924,0.31518816,4633.502799,4380
413,0.737417791,0.615337491,3276.869492,1081
414,0.629366244,0.603298817,1574.549955,2850
415,0.435124006,0.425855251,1565.133356,4224
416,0.528745399,0.521761041,984.178663,2585
417,0.398807103,0.487929919,3746.790568,4285
418,0.742632821,0.779266933,1458.841559,4358
419,0.471761069,0.444991143,5163.93095,3525
420,0.289632977,0.304764741,5457.234063,4245
421,1.153187222,1.189957805,126.5805746,1789
422,1.750814495,1.511904745,53.07954794,1733
423,0.440185629,0.613696556,10652.93622,636
424,0.164243569,0.176269007,9772.041151,4901
425,0.425191546,0.501778252,3153.814811,1648
426,0.433221143,0.444204961,3213.641099,2890
427,0.404803888,0.393024678,10352.61639,957
428,0.58140823,0.720579521,2072.920911,522
429,0.492069435,0.587115547,2288.89525,1509
430,0.986465302,0.842539114,2665.145279,3394
431,0.345933633,0.276866204,2685.253289,2505
432,0.64659955,0.69219335,1131.966236,4716
433,0.64671749,0.682269976,237.7318984,198
434,0.645095966,0.905901057,5026.494427,326
435,0.415271864,0.485159517,12003.30777,1612
436,0.44720209,0.468310731,3160.665459,1243
437,0.581572103,0.51537358,8061.633617,629
438,0.526184404,0.616694066,1020.874452,5380
439,0.434275145,0.537602839,1976.557057,582
440,0.882330788,0.894763325,16.40848823,3812
441,0.554439944,0.580696933,17698.14626,788
442,0.320776084,0.318604538,4298.032474,5132
443,0.48926151,0.50179542,1998.188624,2234
444,0.190105311,0.386396765,3572.572499,12
445,0.95941654,1.021308473,3068.284482,2218
446,0.281830632,0.329366539,3483.170785,5371
447,0.606308203,0.498325797,5164.823946,704
448,0.442913697,0.446850995,1121.350281,3363
449,0.671490668,0.601345738,5960.500224,4618
450,0.497860008,0.666977004,8109.408288,921
451,1.277752029,1.215779266,373.4331942,2929
452,0.68858971,0.694133055,5971.693646,5208
453,0.606211868,0.648132822,9012.971077,5197
454,0.612135582,0.697255738,8818.79693,1604
455,0.5670837,0.779231397,4164.452339,4271
456,0.238152319,0.357145754,2731.015527,4608
457,0.433259609,0.397769156,14325.90795,2042
458,0.372687508,0.343150397,6927.789578,2952
459,0.24968211,0.270983538,16856.98749,2039
460,0.197293568,0.216573444,4594.363312,1089
461,0.723896225,0.68557787,298.1858786,4205
462,0.349004263,0.464546385,4907.209136,2897
463,0.246618045,0.250911486,18650.28685,885
464,0.46499436,0.34819497,9187.82937,924
465,1.088309235,1.079263422,232.0916222,1282
466,1.273397241,1.22963657,8.100637586,4167
467,1.129239194,1.124472542,148.4523598,1368
468,0.213365356,0.291108522,5918.847964,2886
469,0.347316321,0.321510429,4536.317829,3524
470,1.308575212,1.256459043,5329.441995,2425
471,0.749834478,0.669795025,489.2433483,514
472,0.37702798,0.496694814,1402.367352,3631
473,0.265704136,0.365349767,4606.143207,1084
474,0.186804993,0.274373475,4388.678144,3756
475,0.418047915,0.424071024,39.59553078,3484
476,0.679871791,0.733171341,271.7515055,4154
477,1.664475622,1.606306996,22290.72509,2196
478,0.822490408,0.735552089,6418.053885,2752
479,0.417067152,0.589673502,2278.694546,341
480,1.380457335,0.881992091,2487.918128,1557
481,0.31577789,0.426095613,1078.417743,3923
482,0.708975217,0.745891942,1156.117966,332
483,0.15761759,0.16831979,22985.19109,801
484,0.347701668,0.507490827,7606.561005,937
485,0.494689699,0.462404002,3527.975124,3380
486,0.565957909,0.58386096,3381.106321,2860
487,0.332158131,0.446174697,1593.49833,4274
488,0.374447482,0.420259008,846.4021095,1441
489,0.909345098,0.938537799,123.1551075,4800
490,1.696027008,1.662857285,254.0262283,1313
491,0.62173111,0.57596764,847.1769753,4171
492,1.010605586,1.14850648,1959.176648,1820
493,1.740159524,1.908186036,85.44644864,3432
494,0.515401908,0.551692982,9926.357962,4972
495,0.305988623,0.315888694,4721.224028,2194
496,0.57319156,0.387508653,4454.04507,1071
497,0.92237999,0.880727368,95.04918491,1521
498,0.486296624,0.4612715,5004.293939,5064
499,0.233146879,0.195948067,5588.098522,5065
500,0.918420395,0.805581783,4514.988869,1626
501,0.406536427,0.235359892,3619.823394,2407
502,0.376196764,0.524509934,6672.388841,352
503,0.468797831,0.416925099,2525.218056,477
504,0.180275184,0.016808663,4430.652023,1070
505,NA,NA,6.534617338,4543
506,0.408317357,0.49129269,2729.31845,4705
507,0.150970172,0.294748437,3876.927615,3733
508,0.563347753,0.533093106,3045.373549,4622
509,0.715713141,0.751226803,3537.052675,2530
510,1.297735456,1.143031474,92.30221832,1909
511,0.351119275,0.43928137,3050.500167,3554
512,0.891028174,0.911189043,69.47050798,257
513,0.9531766,1.003580776,1088.779043,3676
514,0.652237969,0.625324274,489.8900355,4750
515,0.207429334,0.241175288,6772.398168,2185
516,0.391002488,0.392278984,4053.818216,2935
517,0.262461544,0.258300378,2836.441178,4795
518,0.011542315,0.010347666,2890.333743,4679
519,0.362620806,0.458895426,2327.504873,3324
520,0.427035662,0.460769884,6199.901353,1582
521,0.297122558,0.402815363,3956.611397,4119
522,0.330837795,0.325094373,2294.4001,4474
523,0.300910385,0.385388053,1471.95218,2980
524,0.933297055,1.022118705,3885.629883,930
525,0.571512456,0.530693794,4153.928857,4061
526,0.205145267,0.260551208,6223.646746,13
527,0.99579606,1.087506591,338.5886485,5097
528,0.628418847,0.686832657,3824.182741,3160
529,0.315849389,0.360109379,1789.670198,1055
530,0.963666547,0.967458221,101.5863287,1340
531,0.452478781,0.417744023,12495.9049,951
532,0.722137334,0.887639356,2567.600411,475
533,0.098965032,0.153311073,8087.635474,1492
534,0.432544263,0.361514192,2478.192344,3692
535,0.78878077,0.751731504,7723.971957,2179
536,0.349244034,0.37984867,2245.939078,85
537,0.324584343,0.261688523,4345.900088,3259
538,0.401088679,0.386287237,3635.796696,1505
539,0.468857378,0.69527005,2885.677749,4609
540,0.14573639,0.206054962,2534.649111,1846
541,1.191438128,1.029232745,27.75268974,4057
542,NA,NA,5.930300957,1865
543,0.350146063,0.336405804,5584.366334,1711
544,0.385174075,0.462189414,17504.63978,2353
545,0.22939091,0.092494376,113.1617411,331
546,0.226624612,0.358218231,4752.620034,386
547,0.369760228,0.464178627,1721.72737,5363
548,0.662177748,0.717393884,2149.044502,3399
549,0.304049765,0.283073633,4911.401744,3074
550,0.72674791,0.735793979,576.7248296,3606
551,0.45234607,0.40617609,4384.551339,1325
552,0.456618132,0.408359199,3240.425105,1280
553,0.514636227,0.529575272,3308.779133,3282
554,1.725522484,1.796424489,28.03874162,1973
555,0.547296958,0.523706504,15613.64359,2009
556,0.865378771,1.037015733,8133.987586,2601
557,0.353632145,0.309208557,778.8367222,1743
558,0.704020989,NA,941.8468013,1845
559,0.477330563,0.365234295,5323.698312,3133
560,0.599447529,0.322605705,3543.372625,2680
561,0.538079664,0.563105241,1500.043422,5335
562,0.354200356,0.361871041,3665.93401,3313
563,0.307411629,0.360165346,3908.69142,5043
564,0.239218655,0.268036394,4508.035457,4402
565,0.585431175,0.65088613,2501.587922,4341
566,0.390689549,0.430109404,6257.852635,1189
567,0.444249656,0.603994554,34.62824844,3306
568,0.405678777,0.779843119,3784.44197,1567
569,0.642655827,0.818419577,1681.051011,1668
570,0.523166333,0.556760946,1527.354611,1713
571,0.576891261,0.605476578,4584.483218,933
572,0.513000624,0.498685232,4936.199867,5137
573,0.470511055,0.518782146,7118.325062,1618
574,0.479210457,0.508020015,265.0320955,4477
575,0.277694497,0.314729935,4950.516931,2360
576,0.696002252,0.667670216,942.2852588,4240
577,0.420621599,NA,8078.550105,2067
578,0.306112803,0.307584024,3623.551543,5015
579,0.572065912,0.701919203,17573.97786,2344
580,0.551153713,0.537953775,2335.16663,3142
581,0.568945129,0.597487356,5977.93856,4890
582,1.373416346,NA,88.39925087,39
583,0.413045659,0.668171705,4363.314187,1068
584,0.290318154,0.321843394,5856.760375,4237
585,0.571233078,0.613964052,1553.676877,1683
586,0.477677793,0.110088376,1342.444635,2569
587,0.782806089,0.778213785,349.3577722,1411
588,0.424367717,0.343163414,3397.504379,2895
589,1.195705653,1.104719425,78.58972831,1887
590,0.306340815,0.353238277,3569.430756,2652
591,0.587609577,0.524479078,3377.249773,2681
592,1.087000973,1.258835395,3792.322859,4301
593,0.124000974,0.141857939,5711.272237,1531
594,1.017342083,NA,24.87080252,3064
595,0.999708312,1.023504319,194.2221168,1542
596,0.932685971,0.880904772,306.4042084,482
597,0.24364472,0.195969741,10064.37075,2111
598,0.475851696,0.523228242,374.9479221,3372
599,0.664114161,0.731074098,3445.504519,603
600,2.787357147,2.794602911,63.17439069,4737
601,0.44002611,0.462212279,3142.389125,1777
602,0.437283731,0.425656811,3492.329723,3514
603,0.809024063,0.877293562,3314.165079,77
604,0.975571993,1.003947005,4438.119817,2869
605,0.257167837,0.334801972,3681.667269,3482
606,0.168389979,0.204462153,3421.224668,3868
607,0.13090601,0.282510292,8654.478872,4963
608,0.402755545,0.418291989,2716.774645,2436
609,1.216194347,1.055265827,8.301813505,5450
610,NA,NA,485.2918569,1443
611,0.35119482,0.399051696,2948.208081,3209
612,0.598361546,0.633208921,558.1008392,3720
613,0.677374229,0.465272663,4207.117571,4036
614,0.309395197,0.522159614,3457.108479,3664
